Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Air Systems,55,3,0,1,0,0,1,0,0,0,0,0
Avionics,3,0,0,0,0,0,0,0,0,0,0,0
PP/AS,47,0,2,2,0,0,0,0,0,0,0,0
Professional Pilot,60,1,1,5,0,0,0,0,0,0,0,0
