Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,11,0,1,0,0,0,0,0,0,0,0,0
ED POL ST,19,2,13,2,2,0,9,0,0,0,0,0
ED SEC&CON,108,4,4,1,0,0,36,0,0,0,0,0
EDUC ELEMENTARY,112,4,10,3,0,0,39,0,0,0,0,0
EDUC GEN,208,8,5,5,1,0,1,0,0,0,0,0
Early Childhood Education,59,6,4,3,0,0,0,0,0,0,0,0
Ed Organization and Leadership,76,0,9,1,0,0,9,0,0,0,0,0
Educ Voc Tech,43,1,7,1,0,0,9,0,0,0,0,0
Education,0,0,0,0,0,0,0,0,0,0,0,0
Educational Psychology,75,3,4,4,0,0,40,0,0,0,0,0
Elementary Education,340,25,19,9,1,0,0,0,0,0,0,0
Special Education,64,1,7,1,0,0,8,0,0,0,0,0
TCH ENGL,50,0,2,1,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,7,0,1,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,9,1,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,8,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,46,1,4,4,0,0,0,0,0,0,0,0
TECH ED SP,11,0,0,0,0,0,0,0,0,0,0,0
UG NON-DEG,2,1,0,0,0,0,0,0,0,0,0,0
