Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,9,0,0,0,0,0,1,0,0,0,0,0
Agricultural & Applied Econ,353,10,14,4,0,0,67,0,0,0,0,0
Agricultural Communications,79,0,7,1,0,0,0,0,0,0,0,0
Agricultural Education,19,0,0,0,0,0,0,0,0,0,0,0
Agricultural Engineering,77,3,7,2,0,0,2,0,0,0,0,0
Agricultural Sciences,37,1,0,0,0,0,1,0,0,0,0,0
Agronomy,117,5,2,1,0,0,36,0,0,0,0,0
Animal Sciences,447,15,21,14,0,0,25,0,0,0,0,0
CONSM ECON,25,7,1,0,0,0,0,0,0,0,0,0
CORE CURR,41,2,0,0,1,0,1,0,0,0,0,0
DIETETICS,58,8,1,4,0,0,0,0,0,0,0,0
EXT EDUC,4,1,0,0,0,0,1,0,0,0,0,0
FAM&CON EC,1,0,0,0,0,0,5,0,0,0,0,0
Food Science & Human Nutrition,114,27,11,8,1,0,35,0,0,0,0,0
Forestry,184,5,3,8,1,0,15,0,0,0,0,0
H DVL-FAM,145,18,5,6,0,0,0,0,0,0,0,0
HR&FS A&ID,4,1,1,0,0,0,9,0,0,0,0,0
HU DEV&FAM,24,3,1,1,0,0,4,0,0,0,0,0
Horticulture,34,3,3,2,0,0,22,0,0,0,0,0
MKT TEXT&A,63,6,1,1,0,0,0,0,0,0,0,0
Mechanical Agriculture,60,0,1,1,0,0,0,0,0,0,0,0
Nutritional Sciences,18,7,1,1,0,0,16,0,0,0,0,0
ORN HORT,81,2,1,0,0,0,0,0,0,0,0,0
PLANT PATH,5,0,1,0,1,0,16,0,0,0,0,0
Physics,198,31,0,2,0,0,76,0,0,0,0,0
REST MGMT,42,4,3,0,0,0,0,0,0,0,0,0
SOIL SCI,2,0,0,0,0,0,0,0,0,0,0,0
Secondary Education,21,3,0,0,0,0,0,0,0,0,0,0
Spanish,23,0,0,9,0,0,14,0,0,0,0,0
Speech & Hearing Science,180,15,11,7,0,0,4,0,0,0,0,0
Statistics,5,0,0,0,0,0,15,0,0,0,0,0
TEXT-APPRL,5,3,2,0,0,0,1,0,0,0,0,0
Teaching of Biological Science,8,3,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,11,0,0,0,0,0,0,0,0,0,0,0
Teaching of Earth Science,4,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,40,3,2,1,0,0,37,0,0,0,0,0
Teaching of French,8,0,0,0,0,0,1,0,0,0,0,0
Teaching of German,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,3,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,19,2,1,2,0,0,0,0,0,0,0,0
Teaching of Physics,1,0,0,1,0,0,0,0,0,0,0,0
