Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,379,62,16,40,2,0,17,9,0,0,0,0
Architecture,145,13,9,12,0,0,48,5,0,0,0,0
Art Education,88,8,1,1,1,0,9,0,0,0,0,0
Art Foundation,86,22,4,9,0,0,6,3,0,0,0,0
Art History,25,1,1,2,0,0,5,1,0,0,0,0
Art and Design,29,2,2,1,0,0,6,0,0,0,0,0
Crafts,14,3,0,4,1,0,1,0,0,0,0,0
Dance,59,1,1,3,0,0,4,1,0,0,0,0
General Curriculum,7,1,0,0,0,0,0,0,0,0,0,0
Graphic Design,47,18,0,5,0,0,3,2,0,0,0,0
History of Art,14,1,0,1,0,0,0,0,0,0,0,0
Industrial Design,72,15,3,5,0,0,4,1,0,0,0,0
Instrumental Music,96,18,3,5,0,0,8,6,0,0,0,0
Landscape Architecture,116,5,4,7,0,0,15,4,0,0,0,0
Music,163,18,5,8,1,0,109,13,0,0,0,0
Music Composition,10,0,0,0,0,0,1,1,0,0,0,0
Music Education,215,13,2,12,0,0,3,8,0,0,0,0
Music History,2,0,0,0,0,0,0,0,0,0,0,0
Musicology,5,0,1,0,0,0,3,0,0,0,0,0
Nondegree,11,2,1,0,0,0,16,0,0,0,0,0
Open Studies,18,1,0,2,0,0,1,0,0,0,0,0
Painting,33,4,1,5,0,0,1,2,0,0,0,0
Photography,29,1,0,2,0,0,0,0,0,0,0,0
Regional Planning,6,1,0,1,0,0,18,0,0,0,0,0
Sculpture,10,1,0,0,0,0,0,1,0,0,0,0
Theatre,152,4,10,9,0,0,7,4,0,0,0,0
Urban Planning,151,11,9,6,0,0,18,7,0,0,0,0
Voice,16,1,3,0,0,0,1,0,0,0,0,0
