Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,504,52,25,38,0,0,66,14,0,0,0,0
Agr & Environmental Cmc & Educ,66,1,3,1,0,0,1,1,0,0,0,0
Agr Engineering & Agr Science,45,4,2,1,0,0,0,2,0,0,0,0
"Agribusiness, Farm & Financial ",28,1,1,0,0,0,0,1,0,0,0,0
Agricultural Education,1,0,0,0,0,0,0,0,0,0,0,0
Animal Sciences,505,29,20,30,3,0,48,9,0,0,0,0
Bioinformatics,0,0,0,0,0,0,1,0,0,0,0,0
Crop Sciences,102,4,7,4,0,0,25,0,0,0,0,0
Food Science & Human Nutrition,244,58,12,17,1,0,59,6,0,0,0,0
Horticulture,51,0,0,3,0,0,0,3,0,0,0,0
Human & Community Development,17,1,4,0,0,0,6,0,0,0,0,0
Human Development & Family St,166,11,16,13,0,0,2,3,0,0,0,0
"Intl, Resource, Consumer Econ ",12,5,1,2,0,0,0,0,0,0,0,0
Natural Res & Env Sciences,61,5,0,2,0,0,20,3,0,0,0,0
Natural Resrcs & Environ Sci,148,12,0,14,0,0,0,3,0,0,0,0
Nondegree,19,0,1,2,0,0,7,1,0,0,0,0
Nutritional Sciences,37,5,2,4,0,0,12,1,0,0,0,0
