Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,13,1,2,0,0,0,0,0,0,0,0,0
ED POL ST,16,1,7,3,0,0,12,0,0,0,0,0
ED SEC&CON,87,3,3,1,1,0,35,0,0,0,0,0
EDUC ELEMENTARY,116,3,10,2,0,0,29,0,0,0,0,0
EDUC GEN,171,16,6,3,1,0,1,0,0,0,0,0
Early Childhood Education,55,1,3,3,0,0,0,0,0,0,0,0
Ed Organization and Leadership,76,1,7,0,0,0,8,0,0,0,0,0
Educ Voc Tech,38,1,4,1,0,0,7,0,0,0,0,0
Educational Psychology,77,3,5,5,0,0,44,0,0,0,0,0
Elementary Education,342,18,14,14,1,0,1,0,0,0,0,0
Special Education,51,3,4,0,0,0,9,0,0,0,0,0
TCH ENGL,44,1,1,1,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,10,0,1,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,9,1,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,5,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,52,0,1,2,0,0,0,0,0,0,0,0
TECH ED SP,21,0,0,0,0,0,1,0,0,0,0,0
UG NON-DEG,2,1,1,1,0,0,1,0,0,0,0,0
