Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,5,0,0,0,0,0,0,0,0,0,0,0
Agricultural & Applied Econ,326,4,10,1,1,0,59,0,0,0,0,0
Agricultural Communications,81,1,3,0,0,0,0,0,0,0,0,0
Agricultural Education,11,0,0,1,0,0,0,0,0,0,0,0
Agricultural Engineering,84,8,3,1,0,0,0,0,0,0,0,0
Agricultural Sciences,35,2,1,0,0,0,0,0,0,0,0,0
Agronomy,80,2,1,0,0,0,40,0,0,0,0,0
Animal Sciences,359,15,6,8,0,0,38,0,0,0,0,0
CONSM ECON,38,7,1,1,0,0,0,0,0,0,0,0
CORE CURR,58,4,3,2,0,0,0,0,0,0,0,0
DIETETICS,43,2,2,2,0,0,1,0,0,0,0,0
EXT EDUC,5,0,0,0,0,0,6,0,0,0,0,0
FAM&CON EC,6,1,0,1,0,0,5,0,0,0,0,0
Food Science & Human Nutrition,128,28,13,6,2,0,48,0,0,0,0,0
Forestry,105,3,2,7,1,0,10,0,0,0,0,0
GEN AGR,9,1,1,0,0,0,3,0,0,0,0,0
GEN H ECON,5,1,0,0,0,0,0,0,0,0,0,0
H DVL-FAM,130,11,9,3,0,0,2,0,0,0,0,0
HR&FS A&ID,6,3,1,0,0,0,6,0,0,0,0,0
HU DEV&FAM,17,2,0,0,0,0,4,0,0,0,0,0
Horticulture,25,2,1,0,0,0,26,0,0,0,0,0
INT DSGN,11,0,0,0,0,0,0,0,0,0,0,0
Industrial Agriculture,1,0,0,0,0,0,0,0,0,0,0,0
MKT TEXT&A,77,15,6,3,0,0,1,0,0,0,0,0
Mechanical Agriculture,75,0,0,1,0,0,1,0,0,0,0,0
Nutritional Sciences,23,1,1,0,0,0,9,0,0,0,0,0
ORN HORT,86,1,0,1,1,0,0,0,0,0,0,0
PLANT PATH,9,0,0,1,0,0,23,0,0,0,0,0
Physics,253,41,3,7,0,0,58,0,0,0,0,0
REST MGMT,59,10,3,2,0,0,0,0,0,0,0,0
SOIL SCI,5,1,0,0,0,0,0,0,0,0,0,0
Secondary Education,42,2,0,2,0,0,0,0,0,0,0,0
Spanish,25,1,0,7,0,0,20,0,0,0,0,0
Speech & Hearing Science,136,5,11,5,0,0,5,0,0,0,0,0
Statistics,4,1,0,0,0,0,31,0,0,0,0,0
TEXT-APPRL,19,1,1,0,0,0,1,0,0,0,0,0
Teaching of Biological Science,5,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,16,2,1,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,32,4,2,1,0,0,49,0,0,0,0,0
Teaching of French,13,0,0,2,0,0,0,0,0,0,0,0
Teaching of German,6,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,1,1,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,27,2,0,2,0,0,0,0,0,0,0,0
Teaching of Physics,5,0,0,0,0,0,0,0,0,0,0,0
VOC H E ED,2,0,0,0,0,0,0,0,0,0,0,0
