Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,29,0,0,0,0,0,0,0,0,0,0,0
ED POL ST,23,3,7,0,0,0,12,0,0,0,0,0
ED SEC&CON,78,2,3,3,0,0,24,0,0,0,0,0
EDUC ELEMENTARY,77,2,9,3,0,0,16,0,0,0,0,0
EDUC GEN,176,2,1,2,0,0,2,0,0,0,0,0
Early Childhood Education,64,1,3,1,0,0,1,0,0,0,0,0
Ed Organization and Leadership,75,1,4,1,0,0,7,0,0,0,0,0
Educ Voc Tech,76,2,7,0,1,0,19,0,0,0,0,0
Educational Psychology,87,4,8,3,1,0,26,0,0,0,0,0
Elementary Education,327,11,3,3,2,0,0,0,0,0,0,0
Special Education,56,0,2,1,0,0,4,0,0,0,0,0
TCH ENGL,23,0,0,0,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,13,0,0,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,10,0,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,5,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,37,0,0,0,0,0,0,0,0,0,0,0
TECH ED SP,33,0,0,0,0,0,0,0,0,0,0,0
UG NON-DEG,7,0,0,0,0,0,8,0,0,0,0,0
