Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,2,0,2,1,0,0,1,2,0,0,0,0
Asian Studies,3,0,0,1,0,0,6,0,0,0,0,0
Astronomy,40,5,0,4,1,0,22,1,0,0,0,0
Atmospheric Sciences,82,4,2,6,2,0,17,3,0,0,0,0
Biochemistry,78,57,5,12,0,0,44,6,0,0,0,0
Bioengineering,0,0,0,0,0,0,1,0,0,0,0,0
Biology,420,187,66,63,2,0,44,29,0,0,0,0
Biophysics & Computnl Biology,18,6,0,2,0,0,44,0,0,0,0,0
Cell and Developmental Biology,15,3,0,1,0,0,25,0,0,0,0,0
Cell and Structural Biology,1,0,0,0,0,0,2,0,0,0,0,0
Chemical Engineering,288,104,17,26,0,0,124,15,0,0,0,0
Chemical Physics,6,1,0,1,0,0,3,0,0,0,0,0
Chemistry,430,129,30,27,3,0,106,18,0,0,0,0
Classical Philology,6,1,0,1,0,0,1,0,0,0,0,0
Classics,30,3,0,2,0,0,0,1,0,0,0,0
Communication,294,44,101,42,1,0,15,11,0,0,0,0
Comparative Literature,23,5,0,3,0,0,13,0,0,0,0,0
Creative Writing,15,1,0,2,0,0,0,1,0,0,0,0
E Asian Languages & Cultures,34,37,2,3,1,0,22,3,0,0,0,0
"Earth Systems, Env, & Society ",88,13,6,14,0,0,3,4,0,0,0,0
"Ecol, Evol, Conservation Biol ",17,2,0,1,0,0,1,1,0,0,0,0
Economics,320,123,13,23,2,0,341,21,0,0,0,0
English,673,66,55,70,3,0,13,19,0,0,0,0
Entomology,18,2,1,1,0,0,11,1,0,0,0,0
Finance,0,1,0,0,0,0,3,0,0,0,0,0
French,57,3,3,2,0,0,17,4,0,0,0,0
Gender and Women's Studies,4,0,5,0,0,0,0,0,0,0,0,0
General Curriculum,13,11,159,34,0,0,3,7,0,0,0,0
Geography,48,4,1,4,0,0,12,0,0,0,0,0
Geology,57,8,2,1,1,0,12,1,0,0,0,0
German,14,0,0,0,0,0,8,0,0,0,0,0
Germanic Lang & Lit,28,0,0,0,0,0,0,1,0,0,0,0
Global Studies,55,16,4,2,0,0,9,7,0,0,0,0
History,472,31,32,38,0,0,22,31,0,0,0,0
History of Art,22,3,2,4,0,0,4,1,0,0,0,0
Individual Plans of Study,7,1,0,1,0,0,0,0,0,0,0,0
Integrative Biology,237,43,11,19,1,0,9,9,0,0,0,0
Interdisciplinary,26,5,8,2,0,0,2,2,0,0,0,0
International Studies,172,50,16,33,0,0,30,15,0,0,0,0
Italian,6,1,0,4,0,0,3,0,0,0,0,0
Latin American Studies,3,1,0,11,0,0,2,0,0,0,0,0
Linguistics,61,10,1,3,0,0,33,1,0,0,0,0
Math & Computer Science,42,17,1,6,0,0,12,1,0,0,0,0
Mathematics,309,65,8,23,0,0,150,12,0,0,0,0
Microbiology,35,3,2,4,1,0,23,0,0,0,0,0
Molecular & Integrative Physi,10,2,1,3,0,0,15,0,0,0,0,0
Molecular and Cellular Biology,582,315,37,50,0,0,31,26,0,0,0,0
Molecular&Cell Bio-undeclared,26,4,1,6,0,0,19,5,0,0,0,0
Neuroscience,23,15,1,3,0,0,8,0,0,0,0,0
Nondegree,36,9,4,3,0,0,103,3,0,0,0,0
Philosophy,97,11,8,5,1,0,4,3,0,0,0,0
Physics,101,12,1,9,0,0,35,10,0,0,0,0
Plant Biology,32,2,1,0,1,0,3,1,0,0,0,0
Political Science,673,100,86,81,5,0,46,26,0,0,0,0
Portuguese,0,0,0,1,0,0,1,0,0,0,0,0
Psychology,846,196,92,126,5,0,104,48,0,0,0,0
Religion,4,1,0,1,0,0,0,0,0,0,0,0
Religious Studies,14,2,0,3,0,0,0,0,0,0,0,0
Rhetoric,68,9,25,10,0,0,2,4,0,0,0,0
Russian & E European Studies,3,0,0,0,1,0,0,1,0,0,0,0
Russian Lang & Literature,3,0,0,0,0,0,0,1,0,0,0,0
"Russian, E Eur, Eurasian St ",15,0,0,0,0,0,0,3,0,0,0,0
Slavic Languages & Literature,5,3,0,0,0,0,4,1,0,0,0,0
Sociology,185,55,130,76,5,0,29,13,0,0,0,0
Spanish,159,17,7,58,0,0,26,10,0,0,0,0
Speech Communication,222,18,83,34,2,0,5,13,0,0,0,0
Statistics,45,29,11,0,1,0,64,5,0,0,0,0
Statistics & Computer Science,10,1,1,0,0,0,4,0,0,0,0,0
Teaching of Biological Science,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,2,0,0,0,0,0,1,0,0,0,0,0
Teaching of Earth Science,0,1,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,12,3,0,0,0,0,32,3,0,0,0,0
Teaching of French,5,0,0,1,0,0,0,1,0,0,0,0
Teaching of German,2,1,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,1,1,0,0,0,0,0,0,0,0,0,0
Teaching of Spanish,22,1,0,4,0,0,0,1,0,0,0,0
