Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Actuarial Science,1,0,0,0,0,0,19,0,0,0,0,0
African American Studies,3,0,5,0,0,0,0,0,0,0,0,0
Anthropology,34,0,1,6,0,0,17,0,0,0,0,0
Applied Mathematics,4,0,2,0,0,0,7,0,0,0,0,0
Asian Studies,5,0,0,0,0,0,7,0,0,0,0,0
Astronomy,8,1,0,0,0,0,19,0,0,0,0,0
Atmospheric Sciences,14,0,0,1,0,0,22,0,0,0,0,0
BIOCH,94,46,4,3,0,0,10,0,0,0,0,0
Biochemistry,35,12,1,3,0,0,25,0,0,0,0,0
Biology,480,148,37,55,1,0,29,0,0,0,0,0
Biophysics & Computnl Biology,11,7,0,1,0,0,35,0,0,0,0,0
CELL & STR BIOL,26,4,1,1,0,0,24,0,0,0,0,0
Chemical Engineering,233,77,9,11,0,0,63,0,0,0,0,0
Chemical Physics,1,0,0,0,0,0,2,0,0,0,0,0
Chemistry,256,21,8,3,0,0,73,0,0,0,0,0
Classical Philology,2,0,0,0,0,0,3,0,0,0,0,0
Classics,3,0,0,0,0,0,1,0,0,0,0,0
Comparative Literature,11,2,0,1,0,0,12,0,0,0,0,0
Creative Writing,13,1,0,0,0,0,0,0,0,0,0,0
E Asian Languages & Cultures,3,0,0,0,0,0,22,0,0,0,0,0
English,95,3,11,1,0,0,14,0,0,0,0,0
Entomology,25,0,3,0,0,0,7,0,0,0,0,0
French,15,0,0,0,0,0,15,0,0,0,0,0
GEN CURR,1200,261,296,242,9,0,43,0,0,0,0,0
Geography,15,0,1,1,0,0,12,0,0,0,0,0
Geology,26,3,0,0,0,0,15,0,0,0,0,0
German,12,0,0,0,0,0,8,0,0,0,0,0
History,69,3,5,3,0,0,19,0,0,0,0,0
Italian,2,0,0,1,0,0,1,0,0,0,0,0
LATIN AMER ST,7,0,0,0,0,0,1,0,0,0,0,0
Linguistics,13,2,0,1,0,0,46,0,0,0,0,0
Mathematics,48,10,0,1,0,0,108,0,0,0,0,0
Microbiology,30,1,1,2,0,0,16,0,0,0,0,0
Molecular & Integrative Physi,8,6,1,1,0,0,18,0,0,0,0,0
Molecular and Cellular Biology,2,0,0,0,0,0,3,0,0,0,0,0
Neuroscience,27,4,0,1,0,0,12,0,0,0,0,0
PRE-JOURN,383,50,63,38,0,0,6,0,0,0,0,0
PRE-MED,104,50,40,13,1,0,3,0,0,0,0,0
Philosophy,33,0,1,0,0,0,3,0,0,0,0,0
Plant Biology,13,1,0,0,0,0,13,0,0,0,0,0
Political Science,23,1,4,0,0,0,12,0,0,0,0,0
Portuguese,0,0,0,0,0,0,3,0,0,0,0,0
Psychology,99,15,7,6,0,0,45,0,0,0,0,0
REES,4,0,0,0,0,0,1,0,0,0,0,0
Slavic Languages & Literature,4,0,0,0,0,0,2,0,0,0,0,0
Sociology,16,0,1,3,0,0,27,0,0,0,0,0
Speech Communication,36,0,0,2,1,0,12,0,0,0,0,0
TRANSITION,8,1,154,42,0,0,0,0,0,0,0,0
UNCLASS,62,8,4,2,0,0,91,0,0,0,0,0
UNCM FR&SO,117,13,31,18,1,0,0,0,0,0,0,0
