Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,429,54,29,55,2,1,61,1,36,6,2,62
Agric Leadership & Sci Educ,69,0,1,1,0,0,1,0,1,2,0,0
Agricultural & Applied Econ,11,4,2,2,0,0,58,1,2,0,0,5
Agricultural & Biological Engr,45,9,2,3,0,0,13,0,3,0,0,14
Agricultural Communications,19,0,2,5,0,0,0,0,2,0,0,0
Agricultural Education,31,0,2,0,0,0,0,0,2,0,0,1
Agricultural Production,9,2,0,0,0,0,3,0,0,0,0,2
Animal Sciences,339,50,41,96,0,0,41,0,50,5,2,68
Bioenergy,0,0,0,0,0,0,2,0,0,0,0,0
Bioinformatics,2,0,0,0,0,0,1,0,0,0,0,0
Bioprocessing and Bioenergy,1,1,0,0,0,0,2,0,0,0,0,1
Crop Sciences,175,5,4,6,0,0,47,4,6,3,0,9
Food Science & Human Nutrition,246,67,28,53,0,0,130,2,33,2,1,77
Horticulture,3,0,0,0,0,0,0,0,0,0,0,0
Human & Community Development,0,0,0,0,0,0,0,0,0,0,0,1
Human Development & Family St,107,22,43,39,0,0,2,1,50,3,0,26
Human Dvlpmt & Family Studies,11,0,2,4,0,0,7,0,2,0,0,0
Natural Res & Env Sciences,95,1,1,2,0,0,14,3,1,3,0,3
Natural Resrcs & Environ Sci,143,18,8,29,1,0,26,0,10,2,0,21
Nondegree,59,3,3,3,0,0,26,2,3,0,0,3
Nutritional Sciences,25,7,1,5,0,0,10,0,1,0,0,8
