Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Anthropology,40,2,3,4,0,0,13,0,0,0,0,0
Asian Studies,10,2,0,0,1,0,5,0,0,0,0,0
Astronomy,14,1,0,0,0,0,0,0,0,0,0,0
Atmospheric Sciences,11,1,0,0,0,0,10,0,0,0,0,0
Biochemistry,69,2,0,1,1,0,7,0,0,0,0,0
Biology,146,3,1,0,0,0,9,0,0,0,0,0
Biophysics & Computnl Biology,16,1,0,0,0,0,8,0,0,0,0,0
Chemical Engineering,472,34,21,7,1,0,30,0,0,0,0,0
Chemical Physics,7,0,0,0,0,0,0,0,0,0,0,0
Chemistry,476,22,3,2,0,0,31,0,0,0,0,0
Classical Philology,10,0,0,0,0,0,1,0,0,0,0,0
Classics,6,0,0,0,0,0,1,0,0,0,0,0
Comparative Literature,18,1,0,2,0,0,22,0,0,0,0,0
English,90,0,1,0,0,0,8,0,0,0,0,0
Entomology,23,1,0,0,0,0,3,0,0,0,0,0
French,28,0,0,0,0,0,5,0,0,0,0,0
GEN CURR,2037,129,207,66,4,0,13,0,0,0,0,0
Genetics,3,0,0,0,0,0,2,0,0,0,0,0
Geography,33,0,0,0,0,0,9,0,0,0,0,0
Geology,95,1,0,1,0,0,17,0,0,0,0,0
German,15,0,0,0,0,0,4,0,0,0,0,0
HR&FS,45,3,1,0,0,0,0,0,0,0,0,0
History,71,0,0,0,1,0,9,0,0,0,0,0
Italian,3,0,0,1,0,0,0,0,0,0,0,0
LAS TCH MATH,1,0,0,0,0,0,0,0,0,0,0,0
Linguistics,32,3,1,1,1,0,33,0,0,0,0,0
Mathematics,100,7,0,1,0,0,41,0,0,0,0,0
Microbiology,52,0,1,0,1,0,7,0,0,0,0,0
Molecular & Integrative Physi,47,2,0,0,0,0,10,0,0,0,0,0
PRE-JOURN,79,0,1,0,1,0,0,0,0,0,0,0
PRE-MED,16,3,2,1,0,0,0,0,0,0,0,0
PUB ADMIN,10,0,0,0,0,0,1,0,0,0,0,0
Philosophy,26,0,0,1,0,0,1,0,0,0,0,0
Plant Biology,21,0,0,0,0,0,5,0,0,0,0,0
Political Science,33,0,0,1,0,0,7,0,0,0,0,0
Psychology,116,6,10,1,0,0,24,0,0,0,0,0
SOCIAL SCI,2,0,0,0,0,0,0,0,0,0,0,0
Slavic Languages & Literature,9,0,0,0,0,0,5,0,0,0,0,0
Sociology,29,1,0,0,0,0,8,0,0,0,0,0
Speech Communication,54,1,0,1,0,0,3,0,0,0,0,0
TCH BIOL,16,0,0,1,0,0,0,0,0,0,0,0
TCH ENGL,45,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,13,0,0,0,0,0,0,0,0,0,0,0
TCH SPEECH,10,0,0,0,0,0,0,0,0,0,0,0
UNCLASS,165,7,9,3,1,0,25,0,0,0,0,0
