Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aerospace Engineering,290,66,7,26,2,1,101,5,8,6,0,0
Agricultural & Biological Engr,83,13,2,5,0,0,48,2,2,0,0,0
Agricultural Engineering,5,0,1,0,0,0,4,0,1,0,0,0
Bioengineering,127,56,0,13,1,0,27,0,0,2,0,0
Bioinformatics,0,0,0,0,0,0,2,0,0,0,0,0
Civil Engineering,636,103,24,45,1,0,342,7,28,3,0,0
Computer Engineering,267,134,10,35,1,0,145,5,11,3,0,0
Computer Science,455,226,14,19,0,2,485,8,18,5,0,0
Electrical & Computer Engr,137,47,8,14,0,0,258,3,10,3,0,0
Electrical Engineering,344,264,21,49,0,0,434,1,22,3,0,0
Engineering Mechanics,89,16,2,6,0,1,25,1,2,0,0,0
Engineering Physics,106,19,0,5,0,0,17,1,0,1,0,0
Environ Engr in Civil Engr,29,9,0,4,0,0,51,1,1,0,0,0
Environ Science in Civil Engr,0,1,0,1,0,0,4,1,0,0,0,0
Financial Engineering,9,6,0,0,0,0,54,0,0,0,0,0
General Engineering,258,51,5,17,0,0,46,0,6,2,0,0
Industrial Engineering,69,29,6,8,0,0,111,1,6,0,0,0
Materials Science & Engr,240,92,5,15,1,0,167,4,5,2,0,0
Mechanical Engineering,580,105,12,40,1,4,285,7,13,4,0,0
Nondegree,46,4,1,6,0,0,143,5,2,1,0,0
Nuclear Engineering,35,7,2,3,0,0,9,2,2,1,0,0
"Nuclear, Plasma, Radiolgc Engr ",124,24,2,11,0,0,45,1,3,1,0,0
Physics,106,18,0,3,0,0,132,5,0,0,0,0
Systems & Entrepreneurial Engr,8,1,0,0,0,0,10,0,0,0,0,0
Teaching of Physics,2,0,1,0,0,0,0,0,1,0,0,0
Theoretical & Applied Mechans,19,2,0,2,0,0,24,0,0,0,0,0
