Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Business Administration,8,3,2,0,0,0,34,0,2,0,0,0
Business Administration (MBA),185,43,39,13,0,1,110,6,41,4,0,0
Business Process Management,21,4,2,2,0,0,3,0,2,0,0,0
Curric Unassigned,533,148,35,77,0,2,102,7,44,6,0,0
Finance,285,86,10,18,0,1,246,1,11,1,0,0
Information Sys & Info Tech,26,4,1,2,0,0,1,0,1,0,0,0
Management,70,11,10,11,0,0,6,0,10,1,0,0
Marketing,134,20,11,17,0,0,11,1,12,0,0,0
Nondegree,0,0,0,0,0,0,82,1,0,0,0,0
Supply Chain Management,44,8,1,2,0,0,2,0,2,0,0,0
Taxation,14,6,1,4,0,0,2,1,2,0,0,0
Technology Management,7,15,3,0,0,0,75,2,3,0,0,0
