Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,339,16,7,3,1,0,13,0,0,0,0,0
Agricultural Engineering,93,1,0,0,0,0,12,0,0,0,0,0
CER ENGR,137,4,1,3,0,0,10,0,0,0,0,0
CERAMICS,3,0,0,0,0,0,1,0,0,0,0,0
Civil Engineering,733,14,12,12,3,0,124,0,0,0,0,0
Computer Engineering,251,17,8,2,3,0,5,0,0,0,0,0
Computer Science,429,24,14,1,1,0,10,0,0,0,0,0
ENGR MECH,32,1,1,0,0,0,0,0,0,0,0,0
ENGR PHYS,98,2,2,2,0,0,1,0,0,0,0,0
ENV ENGR,26,1,0,0,0,0,6,0,0,0,0,0
ENV SCI,3,0,0,0,0,0,2,0,0,0,0,0
Electrical Engineering,1376,118,50,16,2,0,79,0,0,0,0,0
GEN ENGR,583,12,14,7,1,0,1,0,0,0,0,0
Industrial Engineering,157,7,12,5,1,0,6,0,0,0,0,0
METAL ENGR,144,6,1,2,1,0,35,0,0,0,0,0
Mechanical Engineering,887,42,17,12,2,0,49,0,0,0,0,0
Nuclear Engineering,145,8,3,3,1,0,27,0,0,0,0,0
Theoretical & Applied Mechans,26,6,0,0,0,0,18,0,0,0,0,0
