Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
ACES Undeclared,1,0,4,0,0,0,1,0,4,0,0,0
Accountancy,443,215,34,72,0,1,498,15,42,4,2,230
Actuarial Science,121,77,5,12,0,1,113,0,6,2,3,81
Advertising,398,58,35,48,0,2,69,3,38,5,4,72
African American Studies,0,0,14,0,0,0,1,0,14,0,0,0
Anthropology,69,14,13,17,0,0,23,4,17,4,1,20
Applied Mathematics,3,3,1,0,0,0,46,1,1,0,0,3
Curriculum and Instruction,44,5,8,11,0,0,23,0,9,2,0,6
Early Childhood Education,34,9,2,9,1,0,7,0,5,1,0,10
Ed Organization and Leadership,26,2,2,0,1,0,2,1,2,1,0,2
"Educ Policy, Orgzn & Leadrshp ",306,27,102,47,1,1,19,6,117,11,1,31
Education Curriculum Uassign,11,2,6,7,0,0,0,0,7,0,0,2
Educational Policy Studies,10,4,29,9,1,0,9,2,35,2,0,5
Educational Psychology,21,3,2,0,0,0,26,1,2,0,0,7
Elementary Education,194,31,17,45,0,0,2,2,19,1,0,37
Human Resource Education,2,0,2,0,0,0,17,0,2,0,0,0
Learning and Education Studies,18,5,12,7,0,0,12,0,16,1,1,6
Middle Grades Education,49,6,4,14,0,0,1,0,5,4,0,6
Nondegree,3,0,1,0,0,0,0,0,1,0,0,0
Secondary Education,13,5,0,0,0,0,1,0,0,0,0,5
Special Education,131,5,8,23,0,1,5,1,9,1,1,5
