Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aerospace Engineering,326,64,12,22,3,0,72,15,0,0,0,0
Agricultural & Biological Engr,3,0,0,1,0,0,10,0,0,0,0,0
Agricultural Engineering,59,3,0,1,0,0,27,0,0,0,0,0
Bioengineering,102,39,1,3,1,0,22,5,0,0,0,0
Civil Engineering,584,83,20,33,2,0,217,16,0,0,0,0
Computer Engineering,227,91,19,29,0,0,74,6,0,0,0,0
Computer Science,426,155,14,17,1,0,355,12,0,0,0,0
Electrical & Computer Engr,159,56,7,12,1,0,262,7,0,0,0,0
Electrical Engineering,331,197,18,36,0,0,208,14,0,0,0,0
Engineering Mechanics,51,9,0,3,0,0,8,4,0,0,0,0
Engineering Physics,99,15,1,5,1,0,6,4,0,0,0,0
Environ Engr in Civil Engr,23,4,0,5,0,0,42,1,0,0,0,0
Environ Science in Civil Engr,2,2,0,0,0,0,6,0,0,0,0,0
General Engineering,399,75,9,20,0,0,33,6,0,0,0,0
Industrial Engineering,51,13,5,2,0,0,53,1,0,0,0,0
Materials Science & Engr,229,72,7,9,1,0,115,6,0,0,0,0
Mechanical Engineering,695,113,25,35,1,0,211,19,0,0,0,0
Nondegree,16,3,0,0,0,0,115,1,0,0,0,0
Nuclear Engineering,105,16,3,6,1,0,40,3,0,0,0,0
Physics,123,15,3,5,0,0,152,4,0,0,0,0
Systems & Entrepreneurial Engr,7,1,3,2,0,0,20,0,0,0,0,0
Theoretical & Applied Mechans,19,0,0,1,0,0,27,0,0,0,0,0
