Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,27,1,3,0,0,0,0,0,0,0,0,0
ED POL ST,40,1,4,1,1,0,18,0,0,0,0,0
ED SEC&CON,69,5,5,4,0,0,24,0,0,0,0,0
EDUC ELEMENTARY,89,3,6,6,0,0,17,0,0,0,0,0
EDUC GEN,124,6,2,3,0,0,0,0,0,0,0,0
EDUC IDISC,4,0,1,0,1,0,1,0,0,0,0,0
Early Childhood Education,38,0,0,0,0,0,0,0,0,0,0,0
Ed Organization and Leadership,100,1,9,2,0,0,7,0,0,0,0,0
Educ Voc Tech,86,1,10,1,1,0,8,0,0,0,0,0
Educational Psychology,111,3,8,7,0,0,23,0,0,0,0,0
Elementary Education,363,5,8,4,1,0,1,0,0,0,0,0
Special Education,81,5,2,1,0,0,9,0,0,0,0,0
TCH ENGL,21,0,0,0,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,6,0,0,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,6,0,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,4,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,23,0,0,0,0,0,0,0,0,0,0,0
TECH ED SP,54,1,1,0,0,0,5,0,0,0,0,0
UG NON-DEG,10,0,1,1,0,0,6,0,0,0,0,0
