Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,5,0,4,0,0,0,2,0,0,0,0,0
Asian Studies,3,1,0,0,0,0,8,1,0,0,0,0
Astronomy,36,4,0,5,0,0,25,0,0,0,0,0
Atmospheric Sciences,24,1,2,1,0,0,18,1,0,0,0,0
Biochemistry,105,86,6,12,0,0,46,5,0,0,0,0
Bioengineering,0,0,0,1,0,0,0,0,0,0,0,0
Biology,530,184,52,63,1,0,53,25,0,0,0,0
Biophysics & Computnl Biology,12,3,0,1,0,0,51,0,0,0,0,0
Cell and Structural Biology,19,6,1,2,1,0,36,0,0,0,0,0
Chemical Engineering,266,85,13,20,0,0,78,10,0,0,0,0
Chemical Physics,6,1,0,2,0,0,3,0,0,0,0,0
Chemistry,441,131,23,39,1,0,93,13,0,0,0,0
Classical Philology,4,0,0,0,0,0,1,0,0,0,0,0
Classics,29,2,1,3,0,0,2,0,0,0,0,0
Comparative Literature,27,2,1,3,1,0,20,2,0,0,0,0
Creative Writing,12,0,2,3,1,0,1,1,0,0,0,0
E Asian Languages & Cultures,35,32,1,1,1,0,19,1,0,0,0,0
"Earth Systems, Env, & Society ",1,0,0,0,0,0,0,0,0,0,0,0
Economics,452,163,11,18,1,0,264,19,0,0,0,0
English,758,88,68,70,4,0,22,27,0,0,0,0
Entomology,24,1,1,1,0,0,4,1,0,0,0,0
Finance,62,20,1,3,0,0,3,4,0,0,0,0
French,71,4,3,5,0,0,10,3,0,0,0,0
General Curriculum,1807,435,528,384,9,0,141,75,0,0,0,0
Geography,68,3,4,4,0,0,13,4,0,0,0,0
Geology,69,1,1,2,1,0,16,1,0,0,0,0
German,18,0,0,0,0,0,3,0,0,0,0,0
Germanic Lang & Lit,30,1,0,0,0,0,0,1,0,0,0,0
History,554,34,39,44,1,0,21,18,0,0,0,0
History of Art,24,2,2,2,0,0,4,0,0,0,0,0
Humanities,1,0,1,1,0,0,0,0,0,0,0,0
Individual Plans of Study,4,0,1,1,0,0,0,0,0,0,0,0
Integrative Biology,218,43,13,14,0,0,2,2,0,0,0,0
Interdisciplinary,28,4,7,7,0,0,1,2,0,0,0,0
International Studies,234,43,17,42,1,0,18,14,0,0,0,0
Italian,4,1,0,4,0,0,2,0,0,0,0,0
Latin American Studies,5,0,1,8,0,0,0,0,0,0,0,0
Linguistics,76,15,7,4,0,0,33,4,0,0,0,0
Math & Computer Science,59,24,3,7,1,0,10,2,0,0,0,0
Mathematics,349,51,10,22,1,0,103,15,0,0,0,0
Microbiology,33,3,1,6,1,0,27,0,0,0,0,0
Molecular & Integrative Physi,12,2,1,5,0,0,17,0,0,0,0,0
Molecular and Cellular Biology,552,234,44,33,3,0,31,19,0,0,0,0
Molecular&Cell Bio-undeclared,7,2,1,0,0,0,14,0,0,0,0,0
Music,0,0,1,0,0,0,0,0,0,0,0,0
Neuroscience,25,9,1,4,0,0,13,0,0,0,0,0
Nondegree,26,7,4,2,1,0,88,1,0,0,0,0
Philosophy,93,6,8,7,1,0,4,5,0,0,0,0
Physics,111,14,2,4,1,0,21,11,0,0,0,0
Plant Biology,18,2,0,0,1,0,4,0,0,0,0,0
Political Science,766,93,102,102,2,0,40,25,0,0,0,0
Portuguese,0,0,1,1,0,0,4,0,0,0,0,0
Psychology,974,169,125,118,3,0,102,29,0,0,0,0
Religious Studies,15,5,0,3,0,0,0,2,0,0,0,0
Rhetoric,59,9,24,12,0,0,0,4,0,0,0,0
Russian & E European Studies,6,0,0,0,0,0,0,0,0,0,0,0
Russian Lang & Literature,3,0,0,1,0,0,0,0,0,0,0,0
"Russian, E Eur, Eurasian St ",6,0,1,0,0,0,0,0,0,0,0,0
Slavic Languages & Literature,4,1,0,0,0,0,5,0,0,0,0,0
Sociology,245,61,120,66,3,0,30,12,0,0,0,0
Spanish,199,20,12,83,0,0,34,5,0,0,0,0
Speech Communication,436,55,134,69,8,0,11,16,0,0,0,0
Statistics,45,17,5,4,0,0,44,3,0,0,0,0
Statistics & Computer Science,7,1,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,4,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,21,3,0,0,0,0,28,1,0,0,0,0
Teaching of French,3,0,0,0,0,0,0,0,0,0,0,0
Teaching of German,4,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Spanish,28,1,0,2,0,0,0,0,0,0,0,0
