Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
VMS - Veterinary Biosciences,20,1,2,0,0,0,10,0,0,0,0,0
VMS - Veterinary Pathobiology,20,0,1,0,0,0,5,0,0,0,0,0
VMS-Veterinary Clinical Medcne,18,1,1,0,0,0,6,0,0,0,0,0
Veterinary Medicine,296,2,3,3,1,0,1,0,0,0,0,0
