Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,4,0,2,0,0,0,3,0,0,0,0,0
American Civilization,1,0,0,0,0,0,0,0,0,0,0,0
Asian Studies,4,1,0,0,1,0,3,1,0,0,0,0
Astronomy,34,3,1,4,0,0,22,0,0,0,0,0
Atmospheric Sciences,16,0,1,1,0,0,19,1,0,0,0,0
Biochemistry,122,102,12,16,1,0,56,8,0,0,0,0
Biology,477,147,56,55,2,0,46,12,0,0,0,0
Biophysics & Computnl Biology,14,5,0,1,0,0,39,0,0,0,0,0
Cell and Structural Biology,20,6,2,2,1,0,37,0,0,0,0,0
Chemical Engineering,245,68,12,18,1,0,76,5,0,0,0,0
Chemical Physics,6,1,0,1,0,0,3,0,0,0,0,0
Chemistry,512,157,33,42,1,0,95,6,0,0,0,0
Classical Philology,3,0,0,0,0,0,1,0,0,0,0,0
Classics,30,2,2,2,0,0,1,1,0,0,0,0
Comparative Literature,25,2,0,2,1,0,26,6,0,0,0,0
Creative Writing,13,1,2,2,1,0,1,0,0,0,0,0
E Asian Languages & Cultures,43,22,1,1,0,0,21,2,0,0,0,0
Economics,452,164,21,39,2,0,263,18,0,0,0,0
English,798,89,71,66,5,0,21,21,0,0,0,0
Entomology,24,1,1,1,0,0,9,1,0,0,0,0
Finance,131,33,1,9,1,0,8,5,0,0,0,0
French,79,5,7,5,0,0,10,5,0,0,0,0
General Curriculum,1969,417,510,376,9,0,116,71,0,0,0,0
Geography,50,2,5,7,0,0,17,2,0,0,0,0
Geology,71,1,1,3,1,0,16,1,0,0,0,0
German,18,0,0,0,0,0,5,0,0,0,0,0
Germanic Lang & Lit,29,0,1,0,0,0,0,2,0,0,0,0
History,544,31,41,32,2,0,23,10,0,0,0,0
History of Art,25,2,2,1,0,0,2,0,0,0,0,0
Humanities,4,1,3,0,0,0,0,0,0,0,0,0
Individual Plans of Study,7,0,0,2,0,0,0,0,0,0,0,0
Integrative Biology,219,41,8,20,0,0,4,9,0,0,0,0
Interdisciplinary,23,4,4,5,0,0,2,1,0,0,0,0
International Studies,227,36,17,38,3,0,23,12,0,0,0,0
Italian,5,2,0,3,0,0,2,0,0,0,0,0
Latin American Studies,3,0,1,6,0,0,0,0,0,0,0,0
Linguistics,61,11,6,6,0,0,38,2,0,0,0,0
Math & Computer Science,70,20,4,9,1,0,13,3,0,0,0,0
Mathematics,382,57,9,25,3,0,103,11,0,0,0,0
Microbiology,35,4,1,6,0,0,29,0,0,0,0,0
Molecular & Integrative Physi,10,4,1,3,0,0,17,0,0,0,0,0
Molecular and Cellular Biology,580,236,42,34,2,0,28,21,0,0,0,0
Molecular&Cell Bio-undeclared,19,4,1,3,1,0,17,0,0,0,0,0
Music,6,1,1,0,0,0,0,0,0,0,0,0
Neuroscience,27,9,1,4,0,0,17,0,0,0,0,0
Nondegree,40,9,4,4,1,0,75,2,0,0,0,0
Philosophy,103,7,7,8,1,0,3,3,0,0,0,0
Physics,120,23,2,3,0,0,20,9,0,0,0,0
Plant Biology,15,2,0,0,0,0,6,0,0,0,0,0
Political Science,746,90,111,105,5,0,32,25,0,0,0,0
Portuguese,0,0,0,0,0,0,2,0,0,0,0,0
Psychology,923,157,137,125,2,0,80,27,0,0,0,0
Religious Studies,13,4,0,4,0,0,0,2,0,0,0,0
Rhetoric,63,5,31,8,0,0,0,2,0,0,0,0
Russian & E European Studies,11,0,0,0,0,0,0,1,0,0,0,0
Russian Lang & Literature,6,0,0,0,0,0,0,0,0,0,0,0
"Russian, E Eur, Eurasian St ",2,0,1,0,0,0,0,0,0,0,0,0
Slavic Languages & Literature,2,1,0,0,0,0,5,0,0,0,0,0
Sociology,233,48,130,58,5,0,25,10,0,0,0,0
Spanish,214,24,22,78,0,0,32,4,0,0,0,0
Speech Communication,342,40,122,62,5,0,13,8,0,0,0,0
Statistics,29,11,1,3,0,0,30,1,0,0,0,0
Statistics & Computer Science,9,1,0,0,0,0,1,0,0,0,0,0
Teaching of Biological Science,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,5,0,0,0,0,0,1,0,0,0,0,0
Teaching of English Sec Lang,19,2,0,0,0,0,31,2,0,0,0,0
Teaching of French,3,0,0,1,0,0,1,0,0,0,0,0
Teaching of German,4,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Spanish,26,1,0,3,0,0,0,0,0,0,0,0
