Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African American Studies,1,0,0,0,0,0,0,0,0,0,0,0
Anthropology,47,2,1,1,0,0,26,0,0,0,0,0
Applied Mathematics,10,2,0,1,0,0,8,0,0,0,0,0
Asian Studies,14,7,1,0,0,0,11,0,0,0,0,0
Astronomy,7,0,0,0,0,0,8,0,0,0,0,0
Atmospheric Sciences,12,3,0,0,0,0,12,0,0,0,0,0
BIOCH,106,55,7,3,0,0,2,0,0,0,0,0
Biochemistry,82,8,0,1,0,0,20,0,0,0,0,0
Biology,101,14,1,6,0,0,16,0,0,0,0,0
Biophysics & Computnl Biology,14,4,0,0,0,0,24,0,0,0,0,0
Chemical Engineering,287,44,8,11,0,0,17,0,0,0,0,0
Chemical Physics,4,0,0,1,0,0,0,0,0,0,0,0
Chemistry,320,39,3,6,2,0,80,0,0,0,0,0
Classical Philology,6,0,0,0,0,0,2,0,0,0,0,0
Classics,3,0,0,0,0,0,3,0,0,0,0,0
Comparative Literature,7,1,2,2,0,0,17,0,0,0,0,0
English,105,3,1,1,0,0,17,0,0,0,0,0
Entomology,10,1,0,1,0,0,6,0,0,0,0,0
French,29,1,0,1,0,0,19,0,0,0,0,0
GEN CURR,1354,174,399,142,4,0,7,0,0,0,0,0
Geography,23,0,1,0,0,0,11,0,0,0,0,0
Geology,34,0,0,0,0,0,9,0,0,0,0,0
German,28,0,0,0,0,0,8,0,0,0,0,0
History,107,1,3,1,0,0,11,0,0,0,0,0
Italian,1,0,0,0,0,0,0,0,0,0,0,0
LAS TCH MATH,16,0,0,0,0,0,0,0,0,0,0,0
Linguistics,30,3,3,0,0,0,54,0,0,0,0,0
Mathematics,115,5,3,1,1,0,80,0,0,0,0,0
Microbiology,42,2,1,1,0,0,17,0,0,0,0,0
Molecular & Integrative Physi,31,5,0,0,0,0,21,0,0,0,0,0
PRE-JOURN,429,28,63,16,0,0,0,0,0,0,0,0
PRE-MED,110,35,16,8,0,0,0,0,0,0,0,0
PUB ADMIN,3,0,0,0,0,0,0,0,0,0,0,0
Philosophy,29,0,0,0,1,0,6,0,0,0,0,0
Plant Biology,20,2,0,1,0,0,9,0,0,0,0,0
Political Science,39,2,4,2,0,0,12,0,0,0,0,0
Portuguese,0,0,0,1,0,0,1,0,0,0,0,0
Psychology,148,12,6,4,0,0,24,0,0,0,0,0
Slavic Languages & Literature,17,0,0,0,0,0,9,0,0,0,0,0
Sociology,28,1,0,0,0,0,10,0,0,0,0,0
Speech Communication,38,2,2,0,0,0,7,0,0,0,0,0
TCH BIOL,19,0,0,0,0,0,0,0,0,0,0,0
TCH ENGL,66,4,1,2,0,0,0,0,0,0,0,0
TCH PHY SC,1,0,0,0,0,0,0,0,0,0,0,0
TCH RUSS,3,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,16,0,0,0,0,0,0,0,0,0,0,0
TCH SPEECH,8,0,0,0,0,0,0,0,0,0,0,0
TEACH CS,4,0,0,0,0,0,0,0,0,0,0,0
UNCLASS,90,7,3,1,1,0,60,0,0,0,0,0
UNCM FR&SO,216,21,33,17,1,0,0,0,0,0,0,0
