Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,1,0,2,0,0,0,1,0,0,0,0,0
Agricultural & Applied Econ,348,3,8,0,2,0,22,0,0,0,0,0
Agricultural Communications,85,0,0,0,1,0,0,0,0,0,0,0
Agricultural Education,25,0,0,0,0,0,0,0,0,0,0,0
Agricultural Engineering,108,0,0,1,0,0,0,0,0,0,0,0
Agricultural Sciences,66,1,0,1,0,0,0,0,0,0,0,0
Agronomy,162,3,1,1,0,0,11,0,0,0,0,0
Animal Sciences,484,4,5,1,0,0,13,0,0,0,0,0
Application Design,12,0,0,0,0,0,0,0,0,0,0,0
CONSM ECON,2,0,0,0,0,0,0,0,0,0,0,0
CORE CURR,112,1,1,0,0,0,0,0,0,0,0,0
DAIRY SCI,61,0,0,0,0,0,6,0,0,0,0,0
DIETETICS,45,1,0,0,0,0,0,0,0,0,0,0
EXT EDUC,8,0,1,0,0,0,0,0,0,0,0,0
FAM&CON EC,7,1,0,0,0,0,1,0,0,0,0,0
Food Science & Human Nutrition,164,16,2,1,0,0,20,0,0,0,0,0
Forestry,94,3,0,0,0,0,2,0,0,0,0,0
GEN AGR,42,1,0,0,1,0,0,0,0,0,0,0
GEN H ECON,15,0,0,0,0,0,0,0,0,0,0,0
H DVL-FAM,66,0,2,2,0,0,0,0,0,0,0,0
HOME ECON,36,1,2,0,0,0,1,0,0,0,0,0
HOME MGMT,9,0,0,0,0,0,0,0,0,0,0,0
HR&FS A&ID,6,0,0,0,0,0,1,0,0,0,0,0
HR&FS GEN,7,0,0,0,0,0,1,0,0,0,0,0
HU DEV&FAM,14,1,1,0,0,0,1,0,0,0,0,0
Horticulture,50,2,1,0,0,0,10,0,0,0,0,0
INST MGMT,7,0,1,0,0,0,0,0,0,0,0,0
INT DSGN,160,4,3,2,3,0,0,0,0,0,0,0
Industrial Agriculture,56,0,0,0,0,0,0,0,0,0,0,0
MKT TEXT&A,120,4,0,1,0,0,0,0,0,0,0,0
Mechanical Agriculture,36,0,0,1,0,0,0,0,0,0,0,0
Nutritional Sciences,32,3,0,0,0,0,5,0,0,0,0,0
ORN HORT,90,2,0,0,0,0,0,0,0,0,0,0
PLANT PATH,27,1,1,0,0,0,11,0,0,0,0,0
Physics,292,17,1,1,0,0,52,0,0,0,0,0
REST MGMT,53,0,2,1,0,0,0,0,0,0,0,0
Secondary Education,21,0,0,0,0,0,0,0,0,0,0,0
Spanish,22,0,2,11,0,0,10,0,0,0,0,0
Speech & Hearing Science,122,1,9,3,0,0,5,0,0,0,0,0
Statistics,8,2,0,0,0,0,5,0,0,0,0,0
TEXT-APPRL,10,0,2,0,0,0,0,0,0,0,0,0
Teaching of Biological Science,0,0,0,0,0,0,1,0,0,0,0,0
Teaching of Chemistry,4,0,0,1,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,44,2,0,1,0,0,27,0,0,0,0,0
Teaching of French,10,1,0,0,0,0,1,0,0,0,0,0
Teaching of German,3,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,4,0,1,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,26,0,0,0,0,0,0,0,0,0,0,0
Teaching of Physics,1,0,0,0,0,0,0,0,0,0,0,0
VOC H E ED,24,0,1,0,0,0,1,0,0,0,0,0
Wood Sciences,1,0,0,0,0,0,0,0,0,0,0,0
