Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,847,59,63,17,0,0,47,0,0,0,0,0
Business Administration,672,48,73,29,3,0,106,0,0,0,0,0
COM TEACH,1,0,0,0,0,0,0,0,0,0,0,0
Computer Science,235,36,3,2,1,0,114,0,0,0,0,0
Economics,81,10,3,3,0,0,135,0,0,0,0,0
Finance,552,29,33,14,0,0,28,0,0,0,0,0
MARKETING,176,9,12,4,0,0,0,0,0,0,0,0
Teaching of Spanish,26,1,1,1,0,0,1,0,0,0,0,0
Theatre,97,0,3,1,0,0,2,0,0,0,0,0
UNASSIGNED,599,33,24,16,3,0,13,0,0,0,0,0
