Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,2,0,2,0,0,0,0,0,2,0,0,0
Asian American Studies,0,3,0,0,0,0,0,0,0,0,0,3
Astronomy,53,11,5,12,0,0,34,2,6,1,2,14
Atmospheric Sciences,70,5,2,13,0,0,23,0,3,0,0,8
Biochemistry,95,52,5,20,1,0,57,1,7,2,0,62
Biology,291,221,48,111,0,1,24,2,60,5,3,241
Biophysics & Computnl Biology,5,1,0,0,0,0,6,0,0,0,0,1
Biophysics & Quant Biology,11,4,0,2,0,0,29,0,0,0,0,5
Cell and Developmental Biology,3,1,0,1,0,0,26,0,0,0,0,1
Chemical Engineering,295,174,18,66,0,0,173,2,23,4,3,205
Chemical Physics,2,0,0,1,0,0,0,0,0,0,0,0
Chemistry,332,142,37,64,0,0,193,4,48,5,3,159
Classical Philology,6,0,1,0,0,0,2,0,2,0,0,0
Classics,15,0,0,2,0,0,0,0,0,0,0,1
Communication,392,53,102,116,0,2,45,0,123,10,7,62
Comparative Literature,16,0,0,5,0,0,8,0,0,0,0,0
Computer Sci & Anthropology,10,13,1,3,0,0,5,2,1,0,0,15
Computer Sci & Astronomy,13,12,0,2,0,0,10,1,0,0,0,13
Computer Sci & Chemistry,6,22,0,3,0,0,10,0,0,0,0,22
Computer Sci & Linguistics,16,36,3,2,1,0,15,2,3,1,0,37
Computer Science & Economics,1,2,0,0,0,0,0,0,0,0,0,2
Creative Writing,61,2,11,18,0,1,2,0,12,0,1,4
E Asian Languages & Cultures,20,7,1,4,0,0,27,0,1,0,0,7
"Earth, Soc, Env Sustainability ",75,18,9,20,1,0,12,0,12,3,0,20
East Asian Studies,0,2,0,0,0,0,9,0,0,0,0,2
"Ecol, Evol, Conservation Biol ",19,2,2,6,0,0,3,0,4,1,0,4
Econometrics & Quant Econ,16,7,0,2,0,0,7,0,0,1,0,7
Economics,377,203,22,67,2,0,504,8,30,4,2,220
English,273,30,30,75,2,0,9,4,35,8,3,45
Entomology,20,1,0,3,0,0,4,0,0,1,0,1
European Union Studies,0,1,0,3,0,0,2,0,0,1,0,1
French,15,2,1,4,0,0,10,0,3,2,0,4
Gender and Women's Studies,7,1,9,3,0,0,0,0,9,0,0,1
General Curriculum,38,36,8,12,0,0,21,0,10,2,0,42
Geography,14,1,3,2,0,0,33,0,3,1,0,1
Geography & Geographic Info Sc,19,6,3,3,0,0,6,0,3,0,0,7
Geology,54,7,2,12,0,0,19,0,2,0,1,10
German,5,0,0,0,0,0,4,0,0,0,0,0
Germanic Lang & Lit,3,1,0,0,0,0,0,0,0,0,0,1
Germanic Studies,3,0,0,0,0,0,0,0,0,0,0,0
Global Studies,83,23,20,35,0,0,11,1,26,4,1,29
Health Communication,23,2,1,1,0,0,0,0,1,0,0,2
History,219,17,19,48,0,0,24,3,21,7,2,28
History of Art,6,3,1,4,0,0,3,0,1,0,0,3
Individual Plans of Study,4,6,1,1,0,0,0,0,1,1,1,7
Integrative Biology,191,48,23,51,0,1,11,1,29,2,6,69
Interdisciplinary,1,0,1,0,0,0,0,0,1,0,0,0
Italian,2,0,0,0,0,0,4,0,1,1,0,0
LAS - Undeclared,3,2,67,61,0,0,0,0,73,2,1,2
Latin American Studies,2,0,0,3,0,0,0,0,0,1,0,0
Latina/Latino Studies,0,0,0,16,0,0,0,0,1,0,0,0
Linguistics,54,18,4,14,1,0,30,0,6,2,1,22
Math & Computer Science,56,95,1,7,0,0,108,3,2,0,0,98
Mathematics,162,82,13,53,0,0,447,2,20,5,4,95
Microbiology,19,5,0,4,0,0,19,0,1,0,0,7
Molecular & Integrative Physi,7,2,0,1,0,0,12,0,0,0,0,3
Molecular and Cellular Biology,434,304,34,87,0,1,46,4,48,7,8,347
Molecular&Cell Bio-undeclared,9,0,1,1,0,0,15,1,1,1,0,0
Neuroscience,27,4,1,7,0,0,10,0,2,1,0,8
Nondegree,51,6,1,6,0,0,77,4,3,1,1,9
Philosophy,53,6,9,15,0,0,17,1,14,6,2,10
Physics,116,34,2,14,0,0,96,1,4,3,2,46
Plant Biology,15,2,0,2,0,0,13,1,1,0,0,2
Political Science,434,66,60,138,0,1,37,4,79,11,6,85
Portuguese,0,0,0,0,0,0,1,0,0,0,0,0
Psychological Science,8,1,2,0,0,0,10,0,2,0,0,1
Psychology,659,284,166,286,0,2,200,3,205,14,14,344
Religion,8,2,0,0,0,0,1,1,0,0,0,2
"Russian, E Eur, Eurasian St ",6,1,0,2,0,0,0,1,0,1,0,1
Slavic Languages & Literature,8,1,0,1,0,0,4,0,0,0,0,1
Slavic Studies,2,0,0,3,0,0,0,0,0,0,0,0
Sociology,65,13,47,50,0,0,30,1,55,4,1,18
Spanish,54,2,5,34,0,0,24,1,7,2,0,3
Statistics,96,96,8,23,0,0,324,4,10,1,1,104
Statistics & Computer Science,31,122,0,4,0,0,97,3,0,0,0,124
Teaching of Biological Science,24,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,8,3,0,5,0,0,12,0,0,0,0,3
Teaching of French,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,2,0,0,0,0,0,1,0,0,0,0,0
Teaching of Spanish,7,0,0,0,0,0,0,0,0,0,0,0
Translation and Interpreting,12,1,2,8,0,0,6,0,3,1,0,2
