Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,3,0,6,1,0,0,1,0,0,0,0,0
Asian Studies,2,0,2,0,1,0,7,1,0,0,0,0
Astronomy,38,3,3,4,0,0,24,0,0,0,0,0
Atmospheric Sciences,19,1,0,1,0,0,16,0,0,0,0,0
Biochemistry,146,132,10,9,1,0,70,9,0,0,0,0
Bioengineering,0,0,0,0,0,0,1,0,0,0,0,0
Biology,654,235,56,48,3,0,50,23,0,0,0,0
Biophysics & Computnl Biology,17,7,1,2,0,0,41,0,0,0,0,0
Cell and Structural Biology,21,7,2,2,1,0,41,0,0,0,0,0
Chemical Engineering,220,65,10,12,0,0,83,4,0,0,0,0
Chemical Physics,4,2,0,1,0,0,3,0,0,0,0,0
Chemistry,492,106,39,34,0,0,82,7,0,0,0,0
Classical Philology,5,0,0,0,0,0,2,0,0,0,0,0
Classics,28,1,1,2,0,0,1,1,0,0,0,0
Comparative Literature,25,4,0,2,0,0,30,3,0,0,0,0
Creative Writing,13,2,1,2,0,0,0,0,0,0,0,0
E Asian Languages & Cultures,32,16,1,0,0,0,17,1,0,0,0,0
Economics,410,139,27,37,1,0,234,13,0,0,0,0
English,777,80,87,69,3,0,21,21,0,0,0,0
Entomology,23,1,1,0,0,0,8,0,0,0,0,0
Finance,110,28,2,11,1,0,9,1,0,0,0,0
French,74,3,4,6,0,0,13,2,0,0,0,0
General Curriculum,2313,465,457,345,14,0,105,76,0,0,0,0
Geography,50,3,4,8,0,0,16,1,0,0,0,0
Geology,67,2,0,7,1,0,16,0,0,0,0,0
German,16,0,0,0,0,0,7,0,0,0,0,0
Germanic Lang & Lit,21,0,1,0,0,0,0,1,0,0,0,0
History,554,30,37,35,1,0,27,9,0,0,0,0
History of Art,25,2,2,0,0,0,1,0,0,0,0,0
Humanities,4,0,2,1,0,0,0,0,0,0,0,0
Individual Plans of Study,4,0,1,0,0,0,0,0,0,0,0,0
Integrative Biology,192,36,0,13,0,0,7,3,0,0,0,0
Interdisciplinary,27,2,5,3,0,0,1,0,0,0,0,0
International Studies,202,33,16,38,3,0,15,10,0,0,0,0
Italian,7,1,0,1,0,0,1,0,0,0,0,0
Latin American Studies,6,0,3,5,0,0,0,0,0,0,0,0
Linguistics,48,7,6,4,0,0,37,1,0,0,0,0
Math & Computer Science,78,19,4,8,0,0,16,3,0,0,0,0
Mathematics,389,61,16,26,2,0,110,9,0,0,0,0
Microbiology,44,6,1,5,0,0,30,0,0,0,0,0
Molecular & Integrative Physi,8,5,2,3,0,0,19,0,0,0,0,0
Molecular and Cellular Biology,495,191,36,34,2,0,21,15,0,0,0,0
Molecular&Cell Bio-undeclared,9,2,2,2,0,0,3,0,0,0,0,0
Music,13,1,2,0,0,0,0,1,0,0,0,0
Neuroscience,28,6,0,6,1,0,18,0,0,0,0,0
Nondegree,44,5,1,2,0,0,75,3,0,0,0,0
Philosophy,101,8,10,6,2,0,4,6,0,0,0,0
Physics,119,33,6,4,1,0,18,6,0,0,0,0
Plant Biology,12,2,0,0,1,0,5,0,0,0,0,0
Political Science,728,88,98,99,6,0,18,27,0,0,0,0
Portuguese,0,0,1,0,0,0,1,0,0,0,0,0
Psychology,883,148,120,123,2,0,74,26,0,0,0,0
Religious Studies,18,3,0,5,0,0,1,2,0,0,0,0
Rhetoric,82,4,33,12,1,0,0,2,0,0,0,0
Russian & E European Studies,11,0,0,0,0,0,0,1,0,0,0,0
Russian Lang & Literature,4,0,0,0,0,0,0,0,0,0,0,0
Slavic Languages & Literature,0,0,0,0,0,0,4,0,0,0,0,0
Sociology,198,33,142,69,2,0,23,5,0,0,0,0
Spanish,182,16,19,65,1,0,31,4,0,0,0,0
Speech Communication,316,27,83,58,5,0,11,4,0,0,0,0
Statistics,30,9,5,3,0,0,29,1,0,0,0,0
Statistics & Computer Science,3,5,0,0,0,0,2,0,0,0,0,0
Teaching of Biological Science,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,12,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,10,2,0,0,0,0,37,1,0,0,0,0
Teaching of French,6,1,0,0,0,0,1,0,0,0,0,0
Teaching of German,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,1,0,0,0,0,0,0,1,0,0,0,0
Teaching of Spanish,22,2,0,1,0,0,0,2,0,0,0,0
