Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,526,205,29,63,0,1,573,9,32,3,5,217
Actuarial Science,152,75,3,16,0,0,132,2,4,2,2,83
Advertising,365,57,27,44,0,0,71,6,31,4,2,72
African American Studies,0,0,11,0,0,0,0,0,11,0,0,0
Anthropology,69,12,10,24,1,0,19,4,12,6,0,17
Applied Mathematics,4,1,0,1,0,0,30,0,0,0,0,1
Curriculum and Instruction,60,4,10,12,0,0,26,2,12,2,0,5
Early Childhood Education,37,8,5,9,0,0,2,0,5,1,0,8
Ed Organization and Leadership,54,5,7,4,1,1,4,1,8,2,1,6
"Educ Policy, Orgzn & Leadrshp ",54,1,22,7,0,0,8,1,25,1,0,1
Educational Policy Studies,22,9,59,16,1,0,12,2,67,2,0,10
Educational Psychology,22,6,1,2,1,1,18,0,2,3,1,6
Elementary Education,268,47,11,40,0,1,3,1,15,0,1,52
Human Resource Education,8,0,3,1,0,0,23,1,5,0,0,0
Learning and Education Studies,12,2,7,2,0,0,4,0,7,0,0,2
Nondegree,4,0,0,1,0,0,1,0,0,1,0,0
Pre-Early Chld/Elem Ed/Spec Ed,12,3,3,3,0,0,0,0,4,1,0,3
Secondary & Continuing Educ,1,0,0,0,0,0,0,0,0,0,0,0
Secondary Education,14,6,0,2,0,0,0,0,0,0,0,6
Special Education,132,7,6,17,0,0,7,0,8,1,1,9
