Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,2,0,6,1,0,0,1,0,0,0,0,0
Asian Studies,1,1,1,0,0,0,7,0,0,0,0,0
Astronomy,36,2,3,2,0,0,26,1,0,0,0,0
Atmospheric Sciences,20,1,0,1,0,0,19,0,0,0,0,0
Biochemistry,147,106,9,6,0,0,56,5,0,0,0,0
Bioengineering,4,6,3,0,0,0,1,0,0,0,0,0
Biology,776,231,65,61,2,0,48,26,0,0,0,0
Biophysics,1,0,0,0,0,0,0,0,0,0,0,0
Biophysics & Computnl Biology,17,9,0,2,0,0,43,0,0,0,0,0
Cell and Structural Biology,32,10,3,5,0,0,39,1,0,0,0,0
Chemical Engineering,237,69,12,9,1,0,84,5,0,0,0,0
Chemical Physics,2,1,0,0,0,0,3,0,0,0,0,0
Chemistry,452,92,31,28,1,0,84,6,0,0,0,0
Classical Philology,5,0,0,0,0,0,2,0,0,0,0,0
Classics,25,2,1,5,0,0,0,2,0,0,0,0
Comparative Literature,16,4,1,4,0,0,21,2,0,0,0,0
Creative Writing,21,2,0,1,0,0,0,0,0,0,0,0
E Asian Languages & Cultures,25,12,1,0,0,0,18,1,0,0,0,0
"Ecology, Ethology, & Evolution ",3,0,0,0,0,0,0,0,0,0,0,0
Economics,341,112,24,48,0,0,205,12,0,0,0,0
English,740,79,101,58,1,0,18,22,0,0,0,0
Entomology,22,1,1,0,0,0,8,0,0,0,0,0
Finance,146,40,3,15,0,0,12,1,0,0,0,0
French,58,4,3,10,0,0,18,2,0,0,0,0
General Curriculum,2047,392,537,414,18,0,79,52,0,0,0,0
Geography,54,3,0,2,0,0,14,2,0,0,0,0
Geology,52,6,0,5,1,0,14,0,0,0,0,0
German,13,0,0,0,0,0,5,1,0,0,0,0
Germanic Lang & Lit,15,0,1,0,0,0,0,0,0,0,0,0
History,535,32,37,37,1,0,21,8,0,0,0,0
History of Art,30,2,2,3,0,0,1,0,0,0,0,0
Humanities,8,1,3,1,0,0,3,0,0,0,0,0
Individual Plans of Study,4,0,0,0,0,0,0,0,0,0,0,0
Integrative Biology,149,23,3,8,0,0,4,1,0,0,0,0
Interdisciplinary,22,0,3,1,0,0,0,0,0,0,0,0
International Studies,164,26,11,38,1,0,7,8,0,0,0,0
Italian,6,1,0,2,0,0,1,0,0,0,0,0
Latin American Studies,6,0,1,7,0,0,1,0,0,0,0,0
Linguistics,40,7,4,0,0,0,44,2,0,0,0,0
Math & Computer Science,98,24,3,8,1,0,24,1,0,0,0,0
Mathematics,385,68,22,27,1,0,112,9,0,0,0,0
Microbiology,42,8,1,4,0,0,21,1,0,0,0,0
Molecular & Integrative Physi,15,7,1,2,1,0,17,0,0,0,0,0
Molecular and Cellular Biology,430,169,31,29,4,0,20,7,0,0,0,0
Molecular&Cell Bio-undeclared,6,3,0,1,0,0,2,0,0,0,0,0
Music,17,1,1,0,0,0,0,1,0,0,0,0
Neuroscience,30,5,1,3,0,0,21,1,0,0,0,0
Nondegree,54,11,3,2,0,0,66,2,0,0,0,0
Philosophy,107,11,9,4,0,0,3,3,0,0,0,0
Physics,134,21,6,3,3,0,16,7,0,0,0,0
Plant Biology,11,2,0,0,0,0,6,0,0,0,0,0
Political Science,638,85,86,89,1,0,19,21,0,0,0,0
Portuguese,0,0,1,0,0,0,1,0,0,0,0,0
Psychology,880,146,121,121,4,0,71,18,0,0,0,0
Religious Studies,14,4,0,2,0,0,0,1,0,0,0,0
Rhetoric,98,2,25,10,1,0,0,2,0,0,0,0
Russian & E European Studies,6,1,0,0,0,0,4,0,0,0,0,0
Russian Lang & Literature,2,0,0,1,0,0,0,0,0,0,0,0
Slavic Languages & Literature,1,0,0,0,0,0,1,0,0,0,0,0
Sociology,151,26,89,45,4,0,23,3,0,0,0,0
Spanish,165,13,13,62,2,0,35,4,0,0,0,0
Speech Communication,283,24,94,47,3,0,8,4,0,0,0,0
Statistics,27,8,3,0,0,0,26,0,0,0,0,0
Statistics & Computer Science,5,6,1,0,0,0,3,0,0,0,0,0
Teaching of Biological Science,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,8,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,14,6,1,0,0,0,34,1,0,0,0,0
Teaching of French,6,0,0,0,0,0,0,0,0,0,0,0
Teaching of German,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,3,0,0,1,0,0,0,0,0,0,0,0
Teaching of Mathematics,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Spanish,19,2,0,3,0,0,0,2,0,0,0,0
