Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,516,107,42,35,1,0,121,0,0,0,0,0
Business Administration,776,217,75,57,1,0,243,0,0,0,0,0
CBA NON-DEGREE,1,1,0,0,0,0,43,0,0,0,0,0
Computer Science,93,26,3,2,1,0,272,0,0,0,0,0
Economics,67,18,1,3,1,0,159,0,0,0,0,0
Executive MBA Program,47,7,1,3,0,0,4,0,0,0,0,0
Finance,624,135,42,53,2,0,94,0,0,0,0,0
INT'L MSBA,0,1,0,0,0,0,38,0,0,0,0,0
Leisure Studies,29,1,4,2,0,0,0,0,0,0,0,0
Teaching of Spanish,14,1,0,4,0,0,0,0,0,0,0,0
Technical Systems Management,69,5,0,2,0,0,0,0,0,0,0,0
Theatre,82,0,11,3,0,0,3,0,0,0,0,0
UNASSIGNED,424,52,15,23,4,0,10,0,0,0,0,0
