Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,32,1,2,1,0,0,0,0,0,0,0,0
ED POL ST,35,2,6,1,1,0,18,0,0,0,0,0
ED SEC&CON,72,3,2,3,0,0,20,0,0,0,0,0
EDUC ELEMENTARY,70,1,10,3,0,0,14,0,0,0,0,0
EDUC GEN,119,2,5,1,4,0,0,0,0,0,0,0
EDUC IDISC,2,0,0,0,0,0,0,0,0,0,0,0
Early Childhood Education,54,0,1,1,0,0,0,0,0,0,0,0
Ed Organization and Leadership,88,0,7,2,0,0,6,0,0,0,0,0
Educ Voc Tech,73,2,11,2,1,0,18,0,0,0,0,0
Educational Psychology,100,6,7,6,1,0,20,0,0,0,0,0
Elementary Education,348,8,8,2,3,0,1,0,0,0,0,0
Special Education,70,4,2,2,0,0,4,0,0,0,0,0
TCH ENGL,21,0,0,0,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,9,0,0,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,6,0,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,1,1,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,33,0,0,0,0,0,0,0,0,0,0,0
TECH ED SP,49,0,0,0,0,0,1,0,0,0,0,0
UG NON-DEG,13,0,1,0,0,0,12,0,0,0,0,0
