Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,593,200,38,73,2,0,227,14,0,0,0,0
Actuarial Science,160,43,7,3,0,0,76,5,0,0,0,0
Advertising,337,31,30,24,2,0,28,8,0,0,0,0
African American Studies,1,0,0,0,0,0,0,0,0,0,0,0
Anthropology,157,17,15,33,1,0,16,4,0,0,0,0
Applied Mathematics,4,4,0,0,0,0,20,0,0,0,0,0
Curriculum and Instruction,17,5,3,4,0,0,6,1,0,0,0,0
Early Childhood Education,48,2,1,3,0,0,1,1,0,0,0,0
Ed Organization and Leadership,124,5,19,6,0,0,2,6,0,0,0,0
Educational Policy Studies,24,9,49,27,6,0,22,1,0,0,0,0
Educational Psychology,38,7,13,6,0,0,41,0,0,0,0,0
Elementary Education,246,22,15,20,2,0,30,9,0,0,0,0
Human Resource Education,32,3,13,0,0,0,30,1,0,0,0,0
Pre-Early Chld/Elem Ed/Spec Ed,216,24,20,22,0,0,3,3,0,0,0,0
Secondary & Continuing Educ,42,5,5,4,0,0,29,1,0,0,0,0
Secondary Education,3,0,0,0,0,0,0,0,0,0,0,0
Special Education,101,5,7,8,1,0,7,4,0,0,0,0
