Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,553,35,10,9,0,0,9,0,0,0,0,0
Agricultural Engineering,62,0,1,1,0,0,8,0,0,0,0,0
CER ENGR,155,10,3,3,0,0,9,0,0,0,0,0
CERAMICS,1,0,0,0,0,0,0,0,0,0,0,0
Civil Engineering,406,19,8,10,0,0,82,0,0,0,0,0
Computer Engineering,408,60,21,6,0,0,6,0,0,0,0,0
Computer Science,460,39,16,3,0,0,9,0,0,0,0,0
ENGR MECH,50,2,2,0,0,0,0,0,0,0,0,0
ENGR PHYS,83,6,2,1,0,0,0,0,0,0,0,0
ENV ENGR,16,1,0,0,0,0,12,0,0,0,0,0
ENV SCI,8,0,0,0,0,0,3,0,0,0,0,0
Electrical Engineering,1439,324,49,38,4,0,84,0,0,0,0,0
GEN ENGR,409,20,14,6,1,0,0,0,0,0,0,0
Industrial Engineering,134,3,14,4,0,0,3,0,0,0,0,0
METAL ENGR,122,14,3,1,2,0,26,0,0,0,0,0
Mechanical Engineering,836,46,23,21,0,0,36,0,0,0,0,0
Nuclear Engineering,106,10,3,2,0,0,18,0,0,0,0,0
TCH CS,1,0,0,0,0,0,0,0,0,0,0,0
Theoretical & Applied Mechans,29,2,0,0,0,0,18,0,0,0,0,0
