Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,3,0,1,0,0,0,0,0,0,0,0,0
Agricultural & Applied Econ,380,6,4,0,1,0,33,0,0,0,0,0
Agricultural Communications,83,0,2,0,0,0,0,0,0,0,0,0
Agricultural Education,25,0,0,0,1,0,0,0,0,0,0,0
Agricultural Engineering,96,0,0,1,0,0,1,0,0,0,0,0
Agricultural Sciences,72,2,0,1,1,0,0,0,0,0,0,0
Agronomy,150,1,1,0,0,0,16,0,0,0,0,0
Animal Sciences,438,3,7,3,0,0,22,0,0,0,0,0
Application Design,17,0,0,0,0,0,0,0,0,0,0,0
CONSM ECON,14,0,0,0,0,0,0,0,0,0,0,0
CORE CURR,100,0,3,0,0,0,0,0,0,0,0,0
DAIRY SCI,61,0,0,1,0,0,3,0,0,0,0,0
DIETETICS,66,1,0,2,0,0,0,0,0,0,0,0
EXT EDUC,8,0,1,0,0,0,1,0,0,0,0,0
FAM&CON EC,4,1,0,0,0,0,1,0,0,0,0,0
Food Science & Human Nutrition,166,24,4,1,0,0,23,0,0,0,0,0
Forestry,79,4,0,1,0,0,2,0,0,0,0,0
GEN AGR,30,1,0,0,0,0,3,0,0,0,0,0
GEN H ECON,6,0,0,0,0,0,1,0,0,0,0,0
H DVL-FAM,77,1,3,1,0,0,0,0,0,0,0,0
HOME ECON,3,0,0,0,0,0,0,0,0,0,0,0
HR&FS A&ID,7,0,0,0,0,0,3,0,0,0,0,0
HR&FS GEN,4,0,0,0,0,0,1,0,0,0,0,0
HU DEV&FAM,24,1,0,0,0,0,2,0,0,0,0,0
Horticulture,44,2,0,0,0,0,10,0,0,0,0,0
INST MGMT,9,0,0,0,0,0,0,0,0,0,0,0
INT DSGN,151,5,4,2,0,0,0,0,0,0,0,0
Industrial Agriculture,60,0,1,0,0,0,0,0,0,0,0,0
MKT TEXT&A,132,3,3,3,0,0,0,0,0,0,0,0
Mechanical Agriculture,37,0,0,0,0,0,0,0,0,0,0,0
Nutritional Sciences,32,4,0,0,0,0,4,0,0,0,0,0
ORN HORT,79,1,0,1,0,0,0,0,0,0,0,0
PLANT PATH,26,0,1,0,0,0,10,0,0,0,0,0
Physics,293,19,1,3,0,0,52,0,0,0,0,0
REST MGMT,53,0,4,0,0,0,0,0,0,0,0,0
SOIL SCI,2,0,0,0,0,0,0,0,0,0,0,0
Secondary Education,26,1,0,0,0,0,0,0,0,0,0,0
Spanish,15,0,0,10,0,0,8,0,0,0,0,0
Speech & Hearing Science,110,2,9,2,0,0,4,0,0,0,0,0
Statistics,7,4,0,0,0,0,5,0,0,0,0,0
TEXT-APPRL,26,0,2,0,0,0,0,0,0,0,0,0
Teaching of Biological Science,0,0,0,0,0,0,1,0,0,0,0,0
Teaching of Chemistry,6,0,0,0,0,0,0,0,0,0,0,0
Teaching of Earth Science,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,43,2,1,0,0,0,30,0,0,0,0,0
Teaching of French,20,0,0,0,0,0,3,0,0,0,0,0
Teaching of German,5,0,0,0,0,0,1,0,0,0,0,0
Teaching of Latin,3,0,1,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,30,1,0,0,0,0,0,0,0,0,0,0
Teaching of Physics,1,0,0,0,0,0,0,0,0,0,0,0
VOC H E ED,18,0,1,0,0,0,0,0,0,0,0,0
