Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African American Studies,2,0,3,0,0,0,1,0,0,0,0,0
Anthropology,45,3,1,4,0,0,21,0,0,0,0,0
Applied Mathematics,3,1,0,0,0,0,12,0,0,0,0,0
Asian Studies,13,3,0,0,0,0,15,0,0,0,0,0
Astronomy,11,1,1,0,0,0,9,0,0,0,0,0
Atmospheric Sciences,13,0,0,1,0,0,15,0,0,0,0,0
BIOCH,111,86,10,13,0,0,4,0,0,0,0,0
Biochemistry,61,12,0,1,0,0,20,0,0,0,0,0
Biology,92,13,1,3,0,0,17,0,0,0,0,0
Biophysics & Computnl Biology,13,2,0,1,0,0,23,0,0,0,0,0
Chemical Engineering,318,70,24,19,0,0,26,0,0,0,0,0
Chemical Physics,2,1,0,0,0,0,5,0,0,0,0,0
Chemistry,323,42,6,11,2,0,49,0,0,0,0,0
Classical Philology,9,0,0,1,0,0,2,0,0,0,0,0
Classics,7,0,1,0,0,0,1,0,0,0,0,0
Comparative Literature,17,1,1,1,0,0,11,0,0,0,0,0
English,84,4,6,1,1,0,6,0,0,0,0,0
Entomology,26,1,2,1,0,0,4,0,0,0,0,0
French,32,0,2,0,0,0,11,0,0,0,0,0
GEN CURR,1585,340,325,208,4,0,14,0,0,0,0,0
Geography,29,2,1,0,0,0,10,0,0,0,0,0
Geology,43,0,1,2,0,0,13,0,0,0,0,0
German,29,0,0,0,0,0,6,0,0,0,0,0
History,100,1,4,3,0,0,13,0,0,0,0,0
Italian,1,0,0,1,0,0,4,0,0,0,0,0
LAS TCH MATH,3,0,0,0,0,0,0,0,0,0,0,0
Linguistics,19,3,0,0,0,0,46,0,0,0,0,0
Mathematics,72,8,3,3,0,0,102,0,0,0,0,0
Microbiology,36,8,1,4,1,0,10,0,0,0,0,0
Molecular & Integrative Physi,20,8,1,1,0,0,22,0,0,0,0,0
Neuroscience,21,4,1,2,0,0,5,0,0,0,0,0
PRE-JOURN,256,29,45,25,1,0,3,0,0,0,0,0
PRE-MED,143,66,33,18,1,0,0,0,0,0,0,0
Philosophy,35,1,0,0,0,0,2,0,0,0,0,0
Plant Biology,22,0,1,0,0,0,17,0,0,0,0,0
Political Science,32,0,2,1,0,0,11,0,0,0,0,0
Portuguese,2,0,0,0,0,0,3,0,0,0,0,0
Psychology,129,13,12,12,1,0,23,0,0,0,0,0
REES,5,0,0,0,0,0,2,0,0,0,0,0
Slavic Languages & Literature,9,0,0,0,0,0,7,0,0,0,0,0
Sociology,22,4,5,0,0,0,11,0,0,0,0,0
Speech Communication,45,0,2,2,0,0,3,0,0,0,0,0
TCH BIOL,17,2,0,1,0,0,0,0,0,0,0,0
TCH ENGL,30,7,2,2,0,0,0,0,0,0,0,0
TCH SOC ST,21,1,2,1,1,0,0,0,0,0,0,0
TCH SPEECH,3,0,0,0,0,0,0,0,0,0,0,0
TEACH CS,1,0,0,0,0,0,0,0,0,0,0,0
TRANSITION,10,2,166,48,0,0,0,0,0,0,0,0
UNCLASS,100,9,3,7,0,0,122,0,0,0,0,0
UNCM FR&SO,126,16,18,14,0,0,1,0,0,0,0,0
