Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aerospace Engineering,350,120,8,66,1,0,144,6,11,5,1,140
Agricultural & Biological Engr,68,10,6,8,0,0,54,2,7,2,0,14
Bioengineering,157,107,6,22,0,0,57,3,10,3,3,122
Bioinformatics,0,1,0,0,0,0,5,0,0,0,0,1
Bioinstrumentation,0,0,0,0,0,0,1,0,0,0,0,0
Civil Engineering,480,134,16,92,0,1,560,8,24,5,3,161
Computer Engineering,351,431,18,52,0,0,377,10,24,4,2,460
Computer Science,502,570,33,90,2,2,718,81,45,12,7,665
Electrical & Computer Engr,91,59,6,7,0,0,452,1,6,0,0,64
Electrical Engineering,322,267,18,50,0,0,335,5,20,2,5,295
Engineering,9,1,1,0,0,0,17,0,1,0,0,1
Engineering Mechanics,37,25,0,10,0,0,54,0,1,0,0,27
Engineering Physics,124,58,3,16,0,0,53,3,7,4,1,68
Engineering Undeclared,43,20,7,14,0,0,11,1,10,1,0,26
Environ Engr in Civil Engr,32,5,3,3,0,0,71,0,3,0,0,6
Environ Science in Civil Engr,0,0,0,0,0,0,1,0,0,0,0,0
Financial Engineering,1,6,0,0,0,0,120,0,0,1,0,6
General Engineering,2,1,0,0,0,0,0,0,0,0,0,1
Industrial Engineering,111,69,2,19,0,0,177,2,5,0,0,78
Materials Science & Engr,183,91,4,16,0,0,209,2,7,2,0,105
Mechanical Engineering,516,166,14,85,2,1,471,5,27,12,3,203
Nondegree,35,6,1,2,0,0,138,0,1,0,0,8
Nuclear Engineering,2,0,0,0,0,0,0,0,0,0,0,0
"Nuclear, Plasma, Radiolgc Engr ",124,19,2,13,0,0,63,2,5,2,2,28
Physics,105,30,2,13,0,0,134,7,3,2,1,36
Systems & Entrepreneurial Engr,6,0,0,1,0,0,17,0,0,0,0,0
Systems Engineering and Design,102,59,6,26,0,0,26,0,8,3,1,65
Theoretical & Applied Mechans,12,2,0,1,0,0,26,0,0,0,0,3
