Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,3,1,0,0,0,0,0,0,0,0,0,0
ED POL ST,25,2,20,4,1,0,9,0,0,0,0,0
ED SEC&CON,75,3,6,2,2,0,27,0,0,0,0,0
EDUC ELEMENTARY,74,4,13,4,1,0,23,0,0,0,0,0
EDUC GEN,161,8,7,1,1,0,1,0,0,0,0,0
Early Childhood Education,60,5,7,5,0,0,1,0,0,0,0,0
Ed Organization and Leadership,73,2,7,1,0,0,8,0,0,0,0,0
Educ Voc Tech,45,1,4,0,0,0,13,0,0,0,0,0
Educational Psychology,84,6,5,5,0,0,39,0,0,0,0,0
Elementary Education,346,19,17,12,1,0,2,0,0,0,0,0
Special Education,81,1,9,1,0,0,8,0,0,0,0,0
TCH ENGL,60,0,2,1,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,5,0,0,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,9,0,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,4,1,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,58,2,3,1,0,0,0,0,0,0,0,0
TECH ED SP,20,1,0,0,0,0,0,0,0,0,0,0
UG NON-DEG,1,0,0,0,0,0,0,0,0,0,0,0
