Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
ED POL ST,20,7,23,17,1,0,15,0,0,0,0,0
ED SEC&CON,37,4,7,1,0,0,48,0,0,0,0,0
EDUC ELEMENTARY,52,2,7,4,1,0,18,0,0,0,0,0
EDUC GEN,205,23,16,20,0,0,0,0,0,0,0,0
Early Childhood Education,51,3,1,3,0,0,0,0,0,0,0,0
Ed Organization and Leadership,74,2,21,1,0,0,3,0,0,0,0,0
Educ Voc Tech,52,2,15,2,0,0,35,0,0,0,0,0
Educational Psychology,39,2,3,3,0,0,51,0,0,0,0,0
Elementary Education,264,32,9,11,0,0,1,0,0,0,0,0
Secondary & Continuing Educ,28,3,5,1,0,0,0,0,0,0,0,0
Special Education,94,4,2,1,0,0,21,0,0,0,0,0
UG NON-DEG,1,0,0,0,0,0,0,0,0,0,0,0
