Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African American Studies,3,0,5,1,0,0,1,0,0,0,0,0
Anthropology,61,5,1,3,0,0,29,0,0,0,0,0
Applied Mathematics,2,2,0,0,0,0,17,0,0,0,0,0
Asian Studies,11,6,0,0,0,0,16,0,0,0,0,0
Astronomy,9,1,1,0,0,0,11,0,0,0,0,0
Atmospheric Sciences,15,0,0,0,0,0,11,0,0,0,0,0
BIOCH,105,71,11,5,0,0,8,0,0,0,0,0
Biochemistry,48,10,1,2,0,0,25,0,0,0,0,0
Biology,103,23,0,1,0,0,25,0,0,0,0,0
Biophysics & Computnl Biology,15,5,1,0,0,0,21,0,0,0,0,0
Chemical Engineering,325,58,25,21,0,0,27,0,0,0,0,0
Chemical Physics,5,1,0,0,0,0,5,0,0,0,0,0
Chemistry,333,45,8,11,0,0,63,0,0,0,0,0
Classical Philology,9,0,0,1,0,0,2,0,0,0,0,0
Classics,9,0,0,0,0,0,1,0,0,0,0,0
Comparative Literature,16,1,1,0,0,0,11,0,0,0,0,0
English,114,5,5,0,0,0,8,0,0,0,0,0
Entomology,24,3,1,2,0,0,5,0,0,0,0,0
French,42,2,1,2,0,0,11,0,0,0,0,0
GEN CURR,1389,293,282,218,4,0,11,0,0,0,0,0
Geography,29,3,4,0,0,0,6,0,0,0,0,0
Geology,44,1,1,3,0,0,16,0,0,0,0,0
German,28,0,0,1,0,0,3,0,0,0,0,0
History,108,0,7,4,0,0,13,0,0,0,0,0
Italian,4,0,0,0,0,0,2,0,0,0,0,0
LAS TCH MATH,9,1,1,0,0,0,0,0,0,0,0,0
Linguistics,24,4,4,0,0,0,51,0,0,0,0,0
Mathematics,85,7,1,0,1,0,88,0,0,0,0,0
Microbiology,44,4,0,4,1,0,19,0,0,0,0,0
Molecular & Integrative Physi,17,3,0,1,1,0,22,0,0,0,0,0
Neuroscience,14,5,0,1,0,0,10,0,0,0,0,0
PRE-JOURN,198,22,36,18,0,0,2,0,0,0,0,0
PRE-MED,175,75,24,23,1,0,0,0,0,0,0,0
Philosophy,44,2,0,0,2,0,4,0,0,0,0,0
Plant Biology,21,0,1,0,0,0,15,0,0,0,0,0
Political Science,42,1,3,2,0,0,11,0,0,0,0,0
Portuguese,1,0,0,0,0,0,5,0,0,0,0,0
Psychology,121,11,8,10,1,0,35,0,0,0,0,0
REES,0,0,0,0,0,0,0,0,0,0,0,0
Slavic Languages & Literature,16,0,0,0,0,0,8,0,0,0,0,0
Sociology,31,4,4,0,1,0,9,0,0,0,0,0
Speech Communication,52,1,0,0,0,0,7,0,0,0,0,0
TCH BIOL,17,2,0,1,0,0,0,0,0,0,0,0
TCH ENGL,81,8,5,6,0,0,0,0,0,0,0,0
TCH RUSS,1,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,43,1,0,3,0,0,0,0,0,0,0,0
TCH SPEECH,7,0,0,0,0,0,0,0,0,0,0,0
TEACH CS,3,0,0,0,0,0,0,0,0,0,0,0
TRANSITION,10,1,112,55,0,0,0,0,0,0,0,0
UNCLASS,48,10,4,3,0,0,74,0,0,0,0,0
UNCM FR&SO,163,11,32,18,0,0,0,0,0,0,0,0
