Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,7,0,0,0,0,0,0,0,0,0,0,0
Agricultural & Applied Econ,362,5,8,4,0,0,63,0,0,0,0,0
Agricultural Communications,71,0,5,1,2,0,0,0,0,0,0,0
Agricultural Education,14,0,0,0,0,0,0,0,0,0,0,0
Agricultural Engineering,63,5,3,1,1,0,0,0,0,0,0,0
Agricultural Sciences,40,2,1,0,0,0,0,0,0,0,0,0
Agronomy,85,3,2,0,0,0,41,0,0,0,0,0
Animal Sciences,334,10,12,8,0,0,41,0,0,0,0,0
CONSM ECON,56,12,5,2,1,0,0,0,0,0,0,0
CORE CURR,53,6,3,2,0,0,0,0,0,0,0,0
DIETETICS,35,1,2,3,0,0,1,0,0,0,0,0
EXT EDUC,4,0,0,0,0,0,6,0,0,0,0,0
FAM&CON EC,5,1,1,1,0,0,8,0,0,0,0,0
Food Science & Human Nutrition,137,19,8,4,1,0,34,0,0,0,0,0
Forestry,83,3,0,5,0,0,11,0,0,0,0,0
GEN AGR,20,2,0,0,0,0,0,0,0,0,0,0
GEN H ECON,12,0,0,0,0,0,0,0,0,0,0,0
H DVL-FAM,100,11,8,1,1,0,1,0,0,0,0,0
HR&FS A&ID,6,1,0,0,0,0,4,0,0,0,0,0
HR&FS GEN,2,0,1,0,0,0,0,0,0,0,0,0
HU DEV&FAM,16,2,0,0,0,0,5,0,0,0,0,0
Horticulture,33,1,0,0,0,0,23,0,0,0,0,0
INT DSGN,21,0,1,0,0,0,0,0,0,0,0,0
Industrial Agriculture,4,0,0,0,0,0,0,0,0,0,0,0
MKT TEXT&A,82,11,4,4,0,0,0,0,0,0,0,0
Mechanical Agriculture,61,0,1,1,0,0,0,0,0,0,0,0
Nutritional Sciences,26,1,3,0,0,0,11,0,0,0,0,0
ORN HORT,68,3,1,1,1,0,1,0,0,0,0,0
PLANT PATH,13,0,0,1,0,0,15,0,0,0,0,0
Physics,270,39,3,8,0,0,60,0,0,0,0,0
REST MGMT,84,10,3,3,0,0,0,0,0,0,0,0
SOIL SCI,3,0,0,0,0,0,0,0,0,0,0,0
Secondary Education,28,1,0,2,0,0,0,0,0,0,0,0
Spanish,33,1,0,10,0,0,23,0,0,0,0,0
Speech & Hearing Science,106,3,6,4,0,0,4,0,0,0,0,0
Statistics,3,3,0,0,0,0,43,0,0,0,0,0
TEXT-APPRL,21,2,2,0,0,0,1,0,0,0,0,0
Teaching of Biological Science,3,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,13,2,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,39,3,2,1,0,0,35,0,0,0,0,0
Teaching of French,10,0,1,1,0,0,0,0,0,0,0,0
Teaching of German,6,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,28,1,1,1,0,0,0,0,0,0,0,0
Teaching of Physics,3,0,0,0,0,0,0,0,0,0,0,0
VOC H E ED,3,0,0,0,0,0,0,0,0,0,0,0
