Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Anthropology,37,2,0,2,0,0,16,0,0,0,0,0
Applied Mathematics,17,2,0,0,0,0,8,0,0,0,0,0
Asian Studies,11,3,0,0,0,0,2,0,0,0,0,0
Astronomy,12,0,0,1,0,0,7,0,0,0,0,0
Atmospheric Sciences,11,3,0,0,0,0,9,0,0,0,0,0
BIOCH,126,34,2,4,0,0,0,0,0,0,0,0
Biochemistry,92,7,1,0,0,0,19,0,0,0,0,0
Biology,114,5,1,5,0,0,13,0,0,0,0,0
Biophysics & Computnl Biology,13,2,0,0,0,0,19,0,0,0,0,0
Chemical Engineering,345,51,8,11,0,0,17,0,0,0,0,0
Chemical Physics,2,0,0,1,0,0,0,0,0,0,0,0
Chemistry,393,43,3,5,1,0,75,0,0,0,0,0
Classical Philology,5,1,0,0,0,0,3,0,0,0,0,0
Classics,4,0,0,0,0,0,2,0,0,0,0,0
Comparative Literature,3,2,2,2,0,0,23,0,0,0,0,0
English,94,1,1,1,0,0,16,0,0,0,0,0
Entomology,20,1,0,1,0,0,10,0,0,0,0,0
French,31,1,1,0,0,0,11,0,0,0,0,0
GEN CURR,1572,136,315,96,5,0,6,0,0,0,0,0
Genetics,1,0,0,0,0,0,1,0,0,0,0,0
Geography,27,0,1,0,0,0,12,0,0,0,0,0
Geology,53,0,0,1,0,0,15,0,0,0,0,0
German,24,0,2,0,0,0,5,0,0,0,0,0
HR&FS,1,0,0,0,0,0,0,0,0,0,0,0
History,81,0,2,0,1,0,16,0,0,0,0,0
Italian,5,0,0,0,0,0,1,0,0,0,0,0
LAS TCH MATH,10,0,1,0,0,0,0,0,0,0,0,0
Linguistics,32,3,2,1,0,0,51,0,0,0,0,0
Mathematics,91,7,2,1,0,0,61,0,0,0,0,0
Microbiology,47,2,0,0,0,0,12,0,0,0,0,0
Molecular & Integrative Physi,33,4,0,0,0,0,20,0,0,0,0,0
PRE-JOURN,509,20,56,19,0,0,1,0,0,0,0,0
PRE-MED,137,30,18,8,0,0,0,0,0,0,0,0
PUB ADMIN,5,0,0,0,0,0,0,0,0,0,0,0
Philosophy,35,0,0,1,1,0,5,0,0,0,0,0
Plant Biology,26,2,0,2,0,0,8,0,0,0,0,0
Political Science,33,2,0,0,1,0,11,0,0,0,0,0
Portuguese,0,0,0,0,0,0,1,0,0,0,0,0
Psychology,153,9,4,1,0,0,21,0,0,0,0,0
Slavic Languages & Literature,20,1,0,0,0,0,5,0,0,0,0,0
Sociology,23,0,0,0,0,0,11,0,0,0,0,0
Speech Communication,41,0,0,0,0,0,5,0,0,0,0,0
TCH BIOL,20,0,0,2,0,0,0,0,0,0,0,0
TCH ENGL,53,1,1,0,0,0,1,0,0,0,0,0
TCH SOC ST,15,0,0,0,0,0,0,0,0,0,0,0
TCH SPEECH,6,0,0,0,0,0,0,0,0,0,0,0
TEACH CS,2,1,0,0,0,0,0,0,0,0,0,0
UNCLASS,61,0,4,0,0,0,41,0,0,0,0,0
UNCM FR&SO,121,3,14,9,0,0,0,0,0,0,0,0
