Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aerospace Engineering,301,110,6,48,0,0,121,4,8,7,1,124
Agricultural & Biological Engr,73,8,1,7,0,0,56,0,1,0,0,11
Bioengineering,161,92,3,15,1,0,34,4,6,3,2,102
Bioinformatics,0,0,0,0,0,0,3,0,0,0,0,0
Civil Engineering,507,128,17,71,0,0,540,7,24,4,1,146
Computer Engineering,318,234,13,43,0,3,254,11,17,4,3,266
Computer Science,473,360,17,31,2,0,671,19,21,8,5,389
Electrical & Computer Engr,109,52,7,11,0,1,341,8,7,2,2,59
Electrical Engineering,342,273,24,44,1,1,385,16,27,6,3,301
Engineering,3,0,1,0,0,0,0,0,1,0,0,0
Engineering Mechanics,46,12,0,10,0,1,24,0,0,1,1,12
Engineering Physics,137,28,2,13,0,0,40,3,3,1,1,34
Engineering Undeclared,66,27,4,8,0,0,9,1,5,0,0,30
Environ Engr in Civil Engr,42,7,1,8,0,0,58,1,3,0,0,9
Environ Science in Civil Engr,0,0,0,0,0,0,1,0,0,0,0,0
Financial Engineering,3,4,0,0,0,0,99,3,0,0,0,4
General Engineering,169,45,3,19,0,1,30,0,3,0,1,49
Industrial Engineering,114,47,6,5,0,0,152,10,6,0,2,55
Materials Science & Engr,224,91,5,20,0,0,235,3,7,1,1,113
Mechanical Engineering,564,150,11,62,3,2,398,9,19,7,5,181
Nondegree,44,3,3,4,1,1,168,3,3,2,1,3
Nuclear Engineering,3,0,0,0,0,0,2,0,0,0,0,0
"Nuclear, Plasma, Radiolgc Engr ",123,23,5,17,0,0,40,0,6,0,1,31
Physics,98,20,1,8,0,0,120,7,1,1,1,23
Systems & Entrepreneurial Engr,12,0,1,0,0,0,11,0,1,0,0,0
Teaching of Physics,2,0,0,0,0,0,0,0,0,0,0,0
Theoretical & Applied Mechans,25,4,0,0,0,0,26,0,0,0,0,5
