Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Business Administration,5,4,3,1,0,0,74,1,3,1,0,4
Business Administration (MBA),136,44,29,8,1,0,82,5,30,4,1,46
Business Process Management,18,4,3,3,0,0,0,0,3,0,0,5
Curric Unassigned,498,192,45,92,1,1,122,5,51,6,1,208
Finance,284,72,13,33,0,1,208,5,16,4,4,79
Information Sys & Info Tech,27,15,4,1,0,0,4,0,5,0,0,15
Management,63,11,8,9,0,0,6,0,9,1,2,15
Marketing,146,17,12,25,0,1,10,2,14,1,2,22
Nondegree,0,0,1,0,0,0,70,2,1,0,0,0
Supply Chain Management,69,12,0,4,0,0,2,0,1,0,1,15
Taxation,12,9,1,2,0,0,2,2,1,0,0,9
Technology Management,11,15,2,2,0,0,69,7,2,0,0,15
