Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Business Administration,4,1,4,1,0,0,79,0,4,1,0,1
Business Administration (MBA),123,38,19,13,1,0,84,2,22,7,0,41
Business Process Management,17,3,5,8,0,0,3,0,5,0,0,3
Curric Unassigned,493,202,44,99,1,1,155,6,50,8,1,220
Finance,327,86,15,34,0,1,228,1,18,6,4,96
Information Sys & Info Tech,20,22,2,1,0,0,1,0,2,0,0,23
Management,55,15,10,9,0,0,8,0,10,1,1,17
Marketing,135,30,12,26,0,0,14,0,15,2,0,33
Nondegree,0,0,1,0,0,0,77,0,1,0,0,0
Supply Chain Management,65,14,0,3,0,1,5,1,1,2,1,15
Taxation,10,4,3,0,0,0,5,1,4,1,0,4
Technology Management,20,10,1,0,0,0,106,1,1,0,0,10
