Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,406,51,24,37,0,0,20,9,0,0,0,0
Architecture,126,12,8,12,1,0,40,3,0,0,0,0
Art Education,87,8,3,1,0,0,7,0,0,0,0,0
Art History,15,1,2,4,0,0,3,0,0,0,0,0
Art and Design,35,4,2,0,1,0,3,0,0,0,0,0
Crafts,25,2,0,2,0,0,1,0,0,0,0,0
Creative Writing,3,0,0,0,0,0,0,0,0,0,0,0
Dance,56,1,5,3,1,0,4,1,0,0,0,0
General Curriculum,106,19,4,8,1,0,5,4,0,0,0,0
Graphic Design,56,13,4,4,0,0,11,0,0,0,0,0
History of Art,14,2,2,1,0,0,1,1,0,0,0,0
Industrial Design,55,19,0,4,0,0,3,4,0,0,0,0
Instrumental Music,78,14,4,4,0,0,10,2,0,0,0,0
Landscape Architecture,132,3,4,5,0,0,19,3,0,0,0,0
Music,137,18,1,5,0,0,82,6,0,0,0,0
Music Composition,9,1,1,0,0,0,0,1,0,0,0,0
Music Education,184,9,3,5,1,0,3,3,0,0,0,0
Music History,2,0,0,0,0,0,0,2,0,0,0,0
Musicology,11,2,1,3,0,0,2,0,0,0,0,0
Nondegree,6,2,1,0,0,0,20,0,0,0,0,0
Open Studies,6,1,1,1,0,0,0,1,0,0,0,0
Painting,39,4,2,1,0,0,1,1,0,0,0,0
Photography,17,1,1,1,0,0,0,1,0,0,0,0
Regional Planning,3,1,0,1,0,0,19,1,0,0,0,0
Sculpture,9,2,1,3,0,0,1,1,0,0,0,0
Theatre,167,3,13,4,1,0,7,7,0,0,0,0
Urban Planning,124,9,13,4,1,0,16,7,0,0,0,0
Voice,18,3,2,1,0,0,1,1,0,0,0,0
