Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aerospace Engineering,287,88,2,43,0,1,100,2,4,9,0,0
Agricultural & Biological Engr,78,11,2,4,1,0,59,0,2,1,0,0
Agricultural Engineering,0,0,0,0,0,0,1,0,0,0,0,0
Bioengineering,144,74,2,15,1,0,30,2,3,2,0,0
Bioinformatics,1,0,0,0,0,0,2,0,0,0,0,0
Civil Engineering,561,129,19,69,1,0,481,2,23,5,0,0
Computer Engineering,298,207,15,38,0,3,205,4,19,3,0,0
Computer Science,494,323,19,27,0,1,625,6,20,3,0,0
Electrical & Computer Engr,122,55,5,13,0,0,287,5,6,3,0,0
Electrical Engineering,336,287,31,52,2,0,433,8,33,9,0,0
Engineering Mechanics,57,11,1,7,0,2,18,0,1,1,0,0
Engineering Physics,131,17,2,8,1,0,29,1,3,1,0,0
Engineering Undeclared,41,18,0,8,0,0,27,0,2,0,0,0
Environ Engr in Civil Engr,34,7,1,6,1,0,58,0,3,1,0,0
Environ Science in Civil Engr,1,0,0,0,0,0,2,1,0,0,0,0
Financial Engineering,4,6,0,0,0,0,87,1,0,0,0,0
General Engineering,192,51,2,19,0,1,45,0,3,2,0,0
Industrial Engineering,99,47,3,8,0,0,130,3,3,0,0,0
Materials Science & Engr,221,94,5,19,0,0,239,2,8,0,0,0
Mechanical Engineering,566,134,9,56,2,3,392,6,15,5,0,0
Nondegree,41,5,3,5,0,0,146,4,4,0,0,0
Nuclear Engineering,8,2,0,0,0,0,4,0,0,0,0,0
"Nuclear, Plasma, Radiolgc Engr ",117,29,5,22,0,0,45,1,7,2,0,0
Physics,99,21,0,9,0,0,118,5,0,1,0,0
Systems & Entrepreneurial Engr,15,0,0,0,0,0,10,0,0,0,0,0
Teaching of Physics,2,0,0,0,0,0,0,0,0,0,0,0
Theoretical & Applied Mechans,21,2,0,3,0,0,32,0,0,0,0,0
