Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aerospace Engineering,328,117,9,64,1,0,141,5,11,3,2,138
Agricultural & Biological Engr,68,9,5,5,0,0,47,1,5,0,0,15
Bioengineering,141,110,10,26,0,0,71,5,13,3,2,129
Bioinformatics,1,1,0,0,0,0,4,0,0,0,0,1
Civil Engineering,450,138,16,86,1,3,489,11,28,6,4,164
Computer Engineering,303,454,14,46,0,0,329,10,20,3,5,483
Computer Science,550,675,38,96,2,1,695,198,54,19,7,871
Electrical & Computer Engr,92,70,3,4,0,0,482,2,3,0,0,75
Electrical Engineering,292,257,15,51,0,2,261,7,17,3,5,285
Engineering,12,1,0,0,0,0,21,0,0,0,0,1
Engineering Mechanics,35,25,0,8,0,0,41,0,1,0,0,27
Engineering Physics,122,59,0,16,0,0,60,5,4,1,3,69
Engineering Undeclared,61,30,12,26,0,0,13,1,13,1,1,38
Environ Engr in Civil Engr,31,4,2,6,0,0,55,0,4,1,0,5
Financial Engineering,4,2,0,0,0,0,121,0,0,0,0,2
Industrial Engineering,100,68,4,19,0,0,162,0,8,0,1,80
Materials Science & Engr,181,99,3,16,0,1,186,2,5,2,1,114
Mechanical Engineering,491,195,14,92,2,1,435,12,24,12,6,233
Nondegree,20,2,0,3,0,0,155,0,0,0,0,3
"Nuclear, Plasma, Radiolgc Engr ",114,18,0,16,0,0,61,1,3,2,1,25
Physics,107,31,1,12,0,0,127,5,3,3,2,37
Systems & Entrepreneurial Engr,4,1,0,0,0,0,17,0,0,0,0,1
Systems Engineering and Design,115,69,6,25,0,0,25,1,9,4,1,76
Theoretical & Applied Mechans,10,3,0,1,0,0,22,0,0,0,0,3
