Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African Studies,0,0,2,0,0,0,0,0,2,0,0,2
Astronomy,50,12,2,6,0,0,32,0,3,0,1,14
Atmospheric Sciences,60,4,4,12,0,0,24,0,6,1,0,5
Biochemistry,90,57,4,13,0,0,64,2,6,2,0,61
Biology,313,222,57,85,0,1,24,1,66,4,2,246
Biophysics & Computnl Biology,9,2,0,0,0,0,17,0,0,0,0,2
Biophysics & Quant Biology,3,3,0,2,0,0,12,0,0,0,0,4
Cell and Developmental Biology,4,3,0,1,0,0,30,0,0,0,0,3
Chemical Engineering,330,174,27,50,0,0,185,5,31,4,2,198
Chemical Physics,4,0,1,0,0,0,0,1,1,0,0,0
Chemistry,367,144,35,77,2,0,187,6,41,4,2,162
Classical Philology,6,0,1,0,0,0,2,0,2,0,0,0
Classics,9,0,0,2,0,0,0,0,0,1,0,0
Communication,396,43,89,123,1,1,73,1,110,10,6,55
Comparative Literature,15,0,2,2,0,0,5,0,2,0,0,0
Computer Sci & Anthropology,6,6,0,0,0,0,2,2,0,0,0,6
Computer Sci & Astronomy,11,11,1,3,0,0,5,0,1,0,0,12
Computer Sci & Chemistry,8,15,0,3,0,0,5,0,0,0,0,16
Computer Sci & Linguistics,18,20,2,5,0,0,6,1,4,1,0,22
Creative Writing,65,3,17,14,0,0,3,0,21,4,0,4
E Asian Languages & Cultures,24,17,0,7,0,0,25,0,0,0,0,20
"Earth Systems, Env, & Society ",1,0,0,0,0,0,0,0,0,0,0,0
"Earth, Soc, Env Sustainability ",78,16,7,25,3,0,11,2,10,5,2,22
East Asian Studies,1,2,1,0,0,0,5,0,1,0,0,2
"Ecol, Evol, Conservation Biol ",25,2,2,4,0,0,2,0,3,2,0,4
Economics,370,213,29,50,0,0,513,6,35,3,0,227
English,277,36,23,62,3,1,12,3,24,6,2,53
Entomology,28,1,2,2,0,0,7,0,3,1,0,1
European Union Studies,5,0,1,1,0,0,4,0,1,0,0,0
French,17,1,1,1,0,0,15,0,2,1,0,2
Gender and Women's Studies,7,0,3,3,0,0,3,0,3,0,0,0
General Curriculum,51,34,9,19,0,0,19,0,10,0,1,35
Geography,13,2,1,2,0,0,32,0,1,1,0,2
Geography & Geographic Info Sc,19,2,8,2,0,0,4,0,9,0,0,3
Geology,58,7,4,8,0,0,23,0,4,1,0,10
German,6,0,0,0,0,0,6,0,0,0,0,0
Germanic Lang & Lit,3,1,0,0,0,0,0,0,0,0,0,1
Global Studies,85,33,18,33,0,1,14,2,21,2,1,40
History,199,19,15,48,0,0,25,3,15,5,3,28
History of Art,9,2,0,0,0,0,1,1,0,0,0,2
Individual Plans of Study,2,3,0,0,0,0,0,0,0,0,0,3
Integrative Biology,212,75,25,49,0,1,14,3,28,1,4,88
Interdisciplinary,2,0,0,0,0,0,0,0,0,0,1,1
Italian,4,0,0,0,0,0,8,0,0,0,0,0
LAS - Undeclared,1,4,69,34,0,0,0,1,78,3,1,7
Latina/Latino Studies,0,1,0,13,0,0,0,0,1,0,0,1
Linguistics,61,17,3,17,0,0,22,1,5,0,0,21
Math & Computer Science,87,86,2,11,0,0,107,0,3,1,3,95
Mathematics,200,98,7,49,0,0,423,0,16,4,2,107
Microbiology,26,5,1,4,0,0,16,0,2,1,0,7
Molecular & Integrative Physi,9,2,1,0,0,0,10,0,1,0,0,2
Molecular and Cellular Biology,463,317,49,92,0,0,45,1,57,5,4,344
Molecular&Cell Bio-undeclared,6,6,0,1,0,0,20,0,0,0,0,7
Neuroscience,41,7,1,5,0,0,11,0,2,2,0,10
Nondegree,58,15,9,9,0,0,100,4,9,3,1,23
Philosophy,40,10,10,12,0,0,10,2,12,2,1,15
Physics,154,57,4,23,0,1,143,3,6,1,2,67
Plant Biology,19,2,0,3,0,0,11,1,2,1,0,2
Political Science,355,56,56,79,1,1,35,1,70,5,8,73
Psychology,673,243,138,248,0,3,189,3,169,23,12,279
Religion,10,0,0,2,0,0,1,0,0,0,0,0
Rhetoric,1,0,0,0,0,0,0,0,0,0,0,0
Russian Lang & Literature,1,0,0,0,0,0,0,0,0,0,0,0
"Russian, E Eur, Eurasian St ",10,0,0,1,0,0,2,0,0,1,0,0
S Asian & Middle Eastern St,3,0,0,2,0,0,0,0,0,0,0,0
Slavic Languages & Literature,8,0,1,1,0,0,6,1,1,0,0,1
Slavic Studies,0,0,0,1,0,0,0,0,0,0,0,0
Sociology,68,20,45,32,0,0,35,3,53,2,0,24
Spanish,62,1,10,39,0,0,23,1,13,1,0,2
Speech Communication,1,0,0,0,0,0,0,0,0,0,0,0
Statistics,61,67,2,10,0,0,273,2,2,2,0,70
Statistics & Computer Science,27,75,0,2,0,0,36,1,0,0,0,76
Teaching of Chemistry,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,17,2,0,0,0,0,17,0,0,0,0,4
Teaching of Latin,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,1,0,0,0,0,0,0,0,0,0,0,0
Teaching of Spanish,4,0,0,3,0,0,0,0,0,0,0,0
Translation and Interpreting,4,1,1,0,0,0,8,0,1,0,0,1
