Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,624,130,36,46,1,0,139,0,0,0,0,0
Business Administration,783,209,72,63,2,0,278,0,0,0,0,0
CBA NON-DEGREE,3,0,0,0,0,0,51,0,0,0,0,0
Computer Science,111,37,1,1,2,0,279,0,0,0,0,0
Economics,66,9,2,6,1,0,164,0,0,0,0,0
Executive MBA Program,48,4,1,4,1,0,5,0,0,0,0,0
Finance,655,135,45,46,2,0,136,0,0,0,0,0
INT'L MSBA,0,0,0,0,0,0,37,0,0,0,0,0
Leisure Studies,26,2,11,1,0,0,0,0,0,0,0,0
Teaching of Spanish,21,1,0,4,0,0,0,0,0,0,0,0
Technical Systems Management,76,3,3,2,0,0,0,0,0,0,0,0
Theatre,78,0,9,3,0,0,3,0,0,0,0,0
UNASSIGNED,412,59,10,15,3,0,11,0,0,0,0,0
