Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
VMS - Veterinary Biosciences,6,1,1,1,0,0,8,0,0,0,0,0
VMS - Veterinary Pathobiology,12,0,1,1,0,0,5,0,0,0,0,0
VMS-Veterinary Clinical Medcne,14,0,0,1,0,0,14,2,0,0,0,0
Veterinary Medical Science,1,1,0,0,0,0,0,0,0,0,0,0
Veterinary Medicine,285,18,2,5,2,0,4,112,0,0,0,0
