Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,894,142,93,55,1,0,60,0,0,0,0,0
Business Administration,768,80,77,35,1,0,184,0,0,0,0,0
COM TEACH,1,0,0,0,0,0,0,0,0,0,0,0
Computer Science,203,40,2,0,0,0,154,0,0,0,0,0
Economics,81,7,8,5,0,0,158,0,0,0,0,0
Finance,511,54,58,24,0,0,30,0,0,0,0,0
MARKETING,124,17,28,8,0,0,1,0,0,0,0,0
Teaching of Spanish,21,1,1,4,1,0,1,0,0,0,0,0
Theatre,103,1,6,0,0,0,7,0,0,0,0,0
UNASSIGNED,425,55,28,27,0,0,63,0,0,0,0,0
