Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
African American Studies,7,0,0,0,0,0,4,0,0,0,0,0
Anthropology,34,3,0,5,0,0,22,0,0,0,0,0
Applied Mathematics,2,1,0,0,0,0,10,0,0,0,0,0
Asian Studies,10,3,0,0,0,0,21,0,0,0,0,0
Astronomy,12,1,0,0,0,0,15,0,0,0,0,0
Atmospheric Sciences,11,0,0,1,0,0,19,0,0,0,0,0
BIOCH,108,53,9,5,0,0,3,0,0,0,0,0
Biochemistry,41,12,0,3,0,0,19,0,0,0,0,0
Biology,40,4,1,1,0,0,11,0,0,0,0,0
Biophysics & Computnl Biology,14,7,0,1,0,0,27,0,0,0,0,0
CELL & STR BIOL,35,5,1,1,0,0,9,0,0,0,0,0
Chemical Engineering,300,89,13,12,0,0,50,0,0,0,0,0
Chemical Physics,1,1,0,0,0,0,1,0,0,0,0,0
Chemistry,285,43,7,7,0,0,52,0,0,0,0,0
Classical Philology,5,0,0,0,0,0,1,0,0,0,0,0
Classics,6,0,0,0,0,0,1,0,0,0,0,0
Comparative Literature,12,1,0,0,0,0,8,0,0,0,0,0
English,89,5,10,2,1,0,7,0,0,0,0,0
Entomology,25,1,2,0,0,0,4,0,0,0,0,0
French,19,1,1,0,0,0,16,0,0,0,0,0
GEN CURR,1773,398,342,264,10,0,19,0,0,0,0,0
Geography,25,0,1,0,0,0,6,0,0,0,0,0
Geology,39,3,1,1,0,0,10,0,0,0,0,0
German,16,0,0,0,0,0,8,0,0,0,0,0
History,75,1,7,2,1,0,17,0,0,0,0,0
Italian,1,0,0,1,0,0,4,0,0,0,0,0
LAS TCH MATH,0,0,0,0,0,0,0,0,0,0,0,0
LATIN AMER ST,3,0,0,0,0,0,1,0,0,0,0,0
Linguistics,10,0,0,0,0,0,38,0,0,0,0,0
Mathematics,56,6,0,2,0,0,103,0,0,0,0,0
Microbiology,27,6,1,4,0,0,15,0,0,0,0,0
Molecular & Integrative Physi,19,7,1,1,0,0,13,0,0,0,0,0
Neuroscience,25,2,1,2,0,0,11,0,0,0,0,0
PRE-JOURN,315,26,55,22,1,0,0,0,0,0,0,0
PRE-MED,129,59,45,21,0,0,0,0,0,0,0,0
Philosophy,35,0,0,0,0,0,5,0,0,0,0,0
Plant Biology,15,1,0,0,0,0,10,0,0,0,0,0
Political Science,32,1,3,0,0,0,5,0,0,0,0,0
Portuguese,0,0,0,0,0,0,3,0,0,0,0,0
Psychology,103,14,7,6,0,0,26,0,0,0,0,0
REES,3,0,0,0,0,0,1,0,0,0,0,0
Slavic Languages & Literature,7,0,0,1,0,0,3,0,0,0,0,0
Sociology,13,2,2,2,0,0,26,0,0,0,0,0
Speech Communication,38,0,0,2,0,0,7,0,0,0,0,0
TCH BIOL,4,1,0,0,0,0,0,0,0,0,0,0
TCH ENGL,5,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,1,0,0,0,0,0,0,0,0,0,0,0
TRANSITION,12,0,148,39,0,0,0,0,0,0,0,0
UNCLASS,63,6,15,13,2,0,94,0,0,0,0,0
UNCM FR&SO,134,16,16,12,0,0,0,0,0,0,0,0
