Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Anthropology,52,3,1,4,0,0,16,0,0,0,0,0
Asian Studies,10,4,0,0,1,0,1,0,0,0,0,0
Astronomy,14,1,0,0,0,0,0,0,0,0,0,0
Atmospheric Sciences,11,2,0,0,0,0,9,0,0,0,0,0
Biochemistry,76,2,0,1,1,0,6,0,0,0,0,0
Biology,121,3,2,1,0,0,9,0,0,0,0,0
Biophysics & Computnl Biology,17,1,0,0,0,0,3,0,0,0,0,0
Chemical Engineering,451,30,22,6,1,0,19,0,0,0,0,0
Chemical Physics,6,0,0,0,0,0,0,0,0,0,0,0
Chemistry,483,16,3,2,0,0,24,0,0,0,0,0
Classical Philology,8,0,0,0,0,0,1,0,0,0,0,0
Classics,8,0,0,0,0,0,1,0,0,0,0,0
Comparative Literature,22,0,0,2,0,0,17,0,0,0,0,0
English,99,1,1,0,0,0,6,0,0,0,0,0
Entomology,25,1,0,0,0,0,3,0,0,0,0,0
French,30,0,0,2,0,0,4,0,0,0,0,0
GEN CURR,2011,116,204,62,3,0,8,0,0,0,0,0
Genetics,4,0,0,0,0,0,2,0,0,0,0,0
Geography,33,0,0,0,0,0,10,0,0,0,0,0
Geology,98,0,0,0,0,0,17,0,0,0,0,0
German,21,0,0,0,0,0,3,0,0,0,0,0
HR&FS,56,3,1,0,0,0,1,0,0,0,0,0
History,71,0,0,0,1,0,7,0,0,0,0,0
Italian,2,0,0,0,0,0,0,0,0,0,0,0
LAS TCH MATH,1,0,0,0,0,0,0,0,0,0,0,0
Linguistics,30,5,0,2,0,0,25,0,0,0,0,0
Mathematics,107,5,0,0,0,0,27,0,0,0,0,0
Microbiology,51,0,1,0,1,0,5,0,0,0,0,0
Molecular & Integrative Physi,41,3,1,0,0,0,11,0,0,0,0,0
PRE-JOURN,54,0,3,0,0,0,0,0,0,0,0,0
PRE-MED,23,4,0,1,0,0,0,0,0,0,0,0
PUB ADMIN,13,0,6,0,0,0,0,0,0,0,0,0
Philosophy,29,0,0,1,1,0,1,0,0,0,0,0
Plant Biology,25,0,0,0,0,0,6,0,0,0,0,0
Political Science,34,0,1,2,0,0,8,0,0,0,0,0
Psychology,126,5,9,1,0,0,18,0,0,0,0,0
Slavic Languages & Literature,9,0,0,0,0,0,4,0,0,0,0,0
Sociology,33,1,0,0,1,0,8,0,0,0,0,0
Speech Communication,43,2,0,1,0,0,3,0,0,0,0,0
TCH BIOL,16,0,0,1,0,0,0,0,0,0,0,0
TCH ENGL,52,1,1,1,0,0,0,0,0,0,0,0
TCH SOC ST,9,0,0,0,0,0,1,0,0,0,0,0
TCH SPEECH,9,0,0,0,0,0,0,0,0,0,0,0
UNCLASS,178,4,7,1,0,0,20,0,0,0,0,0
Zoology,3,0,0,0,0,0,0,0,0,0,0,0
