Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Consumer Economics,261,10,16,6,2,0,61,0,0,0,0,0
Agr & Environmental Cmc & Educ,124,1,5,2,1,0,0,0,0,0,0,0
Agr Engineering & Agr Science,36,1,0,1,0,0,0,0,0,0,0,0
Agricultural & Applied Econ,0,0,1,0,0,0,0,0,0,0,0,0
Animal Sciences,495,16,10,16,0,0,25,0,0,0,0,0
CFTM-CNSMR&TXTL,15,0,0,0,0,0,0,0,0,0,0,0
CTM-CNSMR&TXTL,86,15,10,5,0,0,0,0,0,0,0,0
Crop Sciences,112,2,2,2,0,0,24,0,0,0,0,0
Food Science & Human Nutrition,287,37,17,7,0,0,33,0,0,0,0,0
Forestry,13,0,0,1,0,0,0,0,0,0,0,0
HDFS-CH&AD DEV,104,9,13,8,1,0,0,0,0,0,0,0
HDFS-FS,46,3,5,1,0,0,0,0,0,0,0,0
HORT -- P&M,51,1,0,2,0,0,0,0,0,0,0,0
HORT--HORT SCI,4,0,0,1,0,0,0,0,0,0,0,0
Horticulture,5,0,0,0,0,0,0,0,0,0,0,0
Human & Community Development,9,3,3,3,0,0,5,0,0,0,0,0
IRCE-CONS EC&F,70,7,6,2,0,0,0,0,0,0,0,0
IRCE-E&NR MGMT,2,0,0,0,0,0,0,0,0,0,0,0
IRCE-INDCURRIC,6,3,0,0,0,0,0,0,0,0,0,0
"IRCE-POL,TRD,DV",26,7,0,1,0,0,1,0,0,0,0,0
NRES-BIOL SCI,50,1,0,1,0,0,0,0,0,0,0,0
NRES-ENV S W,11,1,0,0,0,0,1,0,0,0,0,0
NRES-F & W CONS,33,0,0,1,0,0,0,0,0,0,0,0
NRES-SOC SCI,32,2,3,1,0,0,0,0,0,0,0,0
Natural Res & Env Sciences,57,2,0,2,1,0,0,0,0,0,0,0
Natural Resrcs & Environ Sci,88,2,0,3,0,0,38,0,0,0,0,0
Nondegree,2,0,0,0,0,0,15,0,0,0,0,0
Nutritional Sciences,19,4,2,4,1,0,11,0,0,0,0,0
Physics,194,22,0,6,1,0,114,0,0,0,0,0
"Recreation, Sport, and Tourism ",117,1,26,3,0,0,4,0,0,0,0,0
Spanish,12,0,1,3,0,0,40,0,0,0,0,0
Speech & Hearing Science,239,14,9,9,1,0,11,0,0,0,0,0
Statistics,4,0,0,0,0,0,23,0,0,0,0,0
Teaching of Biological Science,4,0,0,0,0,0,0,0,0,0,0,0
Teaching of Chemistry,10,1,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,20,6,1,0,0,0,33,0,0,0,0,0
Teaching of French,5,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,3,0,0,1,0,0,0,0,0,0,0,0
Teaching of Mathematics,1,0,1,0,0,0,1,0,0,0,0,0
Teaching of Physics,1,0,0,0,0,0,0,0,0,0,0,0
