Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,649,120,70,46,1,0,107,0,0,0,0,0
Business Administration,803,133,76,61,3,0,366,0,0,0,0,0
CBA NON-DEGREE,6,1,1,0,0,0,2,0,0,0,0,0
Computer Science,109,31,0,3,0,0,214,0,0,0,0,0
Economics,61,14,5,7,0,0,147,0,0,0,0,0
Executive MBA Program,31,0,1,0,1,0,0,0,0,0,0,0
Finance,537,96,29,29,0,0,61,0,0,0,0,0
INT'L MSBA,0,0,0,0,0,0,2,0,0,0,0,0
Leisure Studies,23,3,3,1,0,0,0,0,0,0,0,0
Teaching of Spanish,22,0,0,3,0,0,0,0,0,0,0,0
Technical Systems Management,49,0,0,0,0,0,0,0,0,0,0,0
Theatre,116,6,10,3,1,0,7,0,0,0,0,0
UNASSIGNED,434,69,20,29,0,0,40,0,0,0,0,0
