Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,707,156,33,51,1,0,167,0,0,0,0,0
Business Administration,740,168,63,58,1,0,238,0,0,0,0,0
CBA NON-DEGREE,1,0,0,0,0,0,52,0,0,0,0,0
Computer Science,132,39,2,2,2,0,288,0,0,0,0,0
Economics,55,14,1,2,1,0,147,0,0,0,0,0
Executive MBA Program,37,2,2,2,1,0,3,0,0,0,0,0
Finance,625,151,32,45,2,0,151,0,0,0,0,0
INT'L MSBA,0,1,0,0,0,0,42,0,0,0,0,0
Leisure Studies,20,1,5,2,0,0,0,0,0,0,0,0
Teaching of Spanish,19,1,0,6,0,0,0,0,0,0,0,0
Technical Systems Management,81,2,2,2,0,0,0,0,0,0,0,0
Theatre,80,0,13,6,0,0,9,0,0,0,0,0
UNASSIGNED,341,61,10,27,0,0,11,0,0,0,0,0
