Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aerospace Engineering,312,108,8,65,1,0,146,6,10,7,2,132
Agricultural & Biological Engr,51,4,2,7,0,0,54,0,2,0,1,7
Bioengineering,158,109,6,22,0,0,35,1,11,3,4,125
Bioinformatics,0,1,0,0,0,0,4,0,0,0,0,1
Bioinstrumentation,1,2,0,2,1,0,10,0,0,1,0,3
Civil Engineering,469,132,16,88,0,0,589,8,24,4,2,156
Computer Engineering,377,344,18,58,0,1,352,10,25,5,2,377
Computer Science,428,472,24,55,1,0,678,51,32,10,4,531
Electrical & Computer Engr,99,46,6,8,0,0,419,2,6,1,0,52
Electrical Engineering,383,305,16,54,0,3,351,7,19,2,9,339
Engineering,8,0,1,1,0,0,15,0,1,0,0,0
Engineering Mechanics,46,21,0,12,0,0,55,1,1,0,0,22
Engineering Physics,119,41,1,12,2,0,38,1,3,5,1,49
Engineering Undeclared,33,19,1,5,0,0,14,0,3,0,0,21
Environ Engr in Civil Engr,33,7,1,6,0,0,70,0,2,0,0,9
Environ Science in Civil Engr,0,0,0,0,0,0,1,0,0,0,0,0
Financial Engineering,2,8,0,0,0,0,110,0,0,1,0,8
General Engineering,119,47,3,15,0,0,29,1,4,0,0,51
Industrial Engineering,114,51,3,9,0,0,159,3,4,0,1,63
Materials Science & Engr,191,103,3,17,0,0,233,3,6,1,0,117
Mechanical Engineering,556,158,11,86,2,2,413,3,24,12,5,185
Nondegree,38,11,1,2,0,0,140,0,2,0,0,13
Nuclear Engineering,2,0,0,0,0,0,0,0,0,0,0,0
"Nuclear, Plasma, Radiolgc Engr ",128,17,6,16,0,0,55,2,8,2,0,23
Physics,104,27,2,11,0,0,129,7,2,1,1,33
Systems & Entrepreneurial Engr,5,0,0,1,0,0,14,0,0,0,0,0
Systems Engineering and Design,1,1,0,1,0,0,1,0,0,0,0,1
Theoretical & Applied Mechans,17,4,0,2,0,0,27,0,0,0,0,5
