Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,236,34,12,15,1,0,38,0,0,0,0,0
Agricultural Engineering,75,4,5,7,0,0,23,0,0,0,0,0
CER ENGR,2,0,0,0,0,0,0,0,0,0,0,0
Civil Engineering,549,44,21,27,0,0,143,0,0,0,0,0
Computer Engineering,467,200,33,43,1,0,22,0,0,0,0,0
Computer Science,509,171,35,24,2,0,18,0,0,0,0,0
ENGR MECH,16,2,1,1,0,0,0,0,0,0,0,0
ENGR NONDEGREE,4,0,0,0,0,0,0,0,0,0,0,0
ENGR PHYS,51,6,0,4,0,0,2,0,0,0,0,0
ENV ENGR,38,2,0,3,0,0,21,0,0,0,0,0
ENV SCI,3,1,0,0,0,0,8,0,0,0,0,0
Electrical Engineering,634,311,33,43,1,0,244,0,0,0,0,0
GEN ENGR,327,62,8,11,1,0,12,0,0,0,0,0
Industrial Engineering,99,22,7,5,0,0,14,0,0,0,0,0
MATSCI&ENG,152,28,7,3,0,0,1,0,0,0,0,0
METAL ENGR,1,0,0,1,0,0,0,0,0,0,0,0
Materials Science & Engr,39,9,0,4,0,0,53,0,0,0,0,0
Mechanical Engineering,626,128,19,33,1,0,105,0,0,0,0,0
Nuclear Engineering,51,4,2,5,0,0,22,0,0,0,0,0
Theoretical & Applied Mechans,17,2,0,2,0,0,40,0,0,0,0,0
