Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Architectural Studies,400,49,15,33,0,0,27,10,0,0,0,0
Architecture,128,17,8,14,1,0,31,4,0,0,0,0
Art Education,90,6,3,0,0,0,7,0,0,0,0,0
Art History,20,1,2,2,0,0,6,0,0,0,0,0
Art and Design,35,4,2,0,1,0,6,0,0,0,0,0
Crafts,17,2,0,3,0,0,0,0,0,0,0,0
Creative Writing,3,0,0,0,0,0,0,0,0,0,0,0
Dance,53,0,3,2,0,0,5,3,0,0,0,0
General Curriculum,121,23,4,15,3,0,6,4,0,0,0,0
Graphic Design,45,17,2,5,0,0,6,0,0,0,0,0
History of Art,15,2,1,2,0,0,1,1,0,0,0,0
Industrial Design,64,18,2,6,0,0,6,2,0,0,0,0
Instrumental Music,90,10,3,3,0,0,11,5,0,0,0,0
Landscape Architecture,123,6,2,7,0,0,19,1,0,0,0,0
Music,149,22,4,7,0,0,89,6,0,0,0,0
Music Composition,6,0,0,0,0,0,1,2,0,0,0,0
Music Education,193,16,3,6,2,0,3,4,0,0,0,0
Music History,1,0,0,0,0,0,0,0,0,0,0,0
Musicology,5,1,1,1,0,0,2,0,0,0,0,0
Nondegree,12,1,1,0,0,0,15,0,0,0,0,0
Open Studies,15,0,1,1,0,0,1,2,0,0,0,0
Painting,41,3,1,2,0,0,1,0,0,0,0,0
Photography,30,3,0,0,0,0,0,0,0,0,0,0
Regional Planning,4,1,0,1,0,0,22,0,0,0,0,0
Sculpture,9,3,3,0,0,0,0,0,0,0,0,0
Theatre,167,1,11,7,1,0,6,6,0,0,0,0
Urban Planning,138,11,12,7,0,0,17,6,0,0,0,0
Voice,13,2,3,0,0,0,0,1,0,0,0,0
