Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,1,0,0,0,0,0,0,0,0,0,0,0
ED POL ST,22,6,27,20,1,0,15,0,0,0,0,0
ED SEC&CON,46,6,10,1,0,0,53,0,0,0,0,0
EDUC ELEMENTARY,60,3,7,1,0,0,32,0,0,0,0,0
EDUC GEN,229,29,8,9,2,0,1,0,0,0,0,0
Early Childhood Education,52,2,1,5,0,0,0,0,0,0,0,0
Ed Organization and Leadership,88,2,19,2,0,0,4,0,0,0,0,0
Educ Voc Tech,56,0,11,2,0,0,29,0,0,0,0,0
Educational Psychology,43,1,4,4,0,0,60,0,0,0,0,0
Elementary Education,263,33,18,16,0,0,0,0,0,0,0,0
Secondary & Continuing Educ,25,3,2,0,0,0,0,0,0,0,0,0
Special Education,94,2,5,2,0,0,24,0,0,0,0,0
UG NON-DEG,0,0,0,0,0,0,1,0,0,0,0,0
