Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Agr & Environmental Cmc & Educ,8,0,0,0,0,0,0,0,0,0,0,0
Agricultural & Applied Econ,344,10,22,4,1,0,66,0,0,0,0,0
Agricultural Communications,71,1,2,2,0,0,0,0,0,0,0,0
Agricultural Education,37,0,0,0,0,0,0,0,0,0,0,0
Agricultural Engineering,62,3,5,3,0,0,0,0,0,0,0,0
Agricultural Sciences,35,1,0,0,0,0,2,0,0,0,0,0
Agronomy,118,2,2,0,0,0,29,0,0,0,0,0
Animal Sciences,460,13,25,14,1,0,27,0,0,0,0,0
CONSM ECON,30,5,0,0,0,0,0,0,0,0,0,0
CORE CURR,29,0,0,1,1,0,0,0,0,0,0,0
DIETETICS,69,12,4,4,0,0,0,0,0,0,0,0
EXT EDUC,1,0,0,1,0,0,1,0,0,0,0,0
FAM&CON EC,1,0,0,0,0,0,6,0,0,0,0,0
Food Science & Human Nutrition,113,25,12,5,0,0,28,0,0,0,0,0
Forestry,154,5,5,6,0,0,6,0,0,0,0,0
H DVL-FAM,141,10,9,3,0,0,0,0,0,0,0,0
HR&FS A&ID,3,1,1,0,0,0,4,0,0,0,0,0
HU DEV&FAM,22,3,1,0,0,0,4,0,0,0,0,0
Horticulture,52,2,2,1,0,0,23,0,0,0,0,0
MKT TEXT&A,65,6,2,2,0,0,0,0,0,0,0,0
Mechanical Agriculture,67,0,0,1,0,0,0,0,0,0,0,0
Nutritional Sciences,20,6,1,0,1,0,18,0,0,0,0,0
ORN HORT,79,2,2,2,0,0,0,0,0,0,0,0
PLANT PATH,7,0,1,0,1,0,14,0,0,0,0,0
Physics,175,24,0,2,0,0,65,0,0,0,0,0
REST MGMT,55,3,1,1,0,0,0,0,0,0,0,0
"Recreation, Sport, and Tourism ",8,1,1,0,0,0,0,0,0,0,0,0
Secondary Education,19,3,0,0,0,0,0,0,0,0,0,0
Spanish,21,1,0,8,0,0,17,0,0,0,0,0
Speech & Hearing Science,182,11,14,11,0,0,5,0,0,0,0,0
Statistics,9,0,1,0,0,0,9,0,0,0,0,0
TEXT-APPRL,4,1,0,0,0,0,0,0,0,0,0,0
Teaching of Biological Science,4,2,0,0,0,0,1,0,0,0,0,0
Teaching of Chemistry,10,1,0,0,0,0,0,0,0,0,0,0
Teaching of Earth Science,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of English Sec Lang,31,5,1,3,0,0,43,0,0,0,0,0
Teaching of French,8,0,1,0,0,0,1,0,0,0,0,0
Teaching of German,5,0,0,0,0,0,0,0,0,0,0,0
Teaching of Latin,2,0,0,0,0,0,0,0,0,0,0,0
Teaching of Mathematics,21,4,0,1,0,0,0,0,0,0,0,0
Teaching of Physics,3,0,0,1,0,0,0,0,0,0,0,0
