Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
BUS EDUC,17,1,1,0,0,0,0,0,0,0,0,0
ED POL ST,20,4,5,2,0,0,10,0,0,0,0,0
ED SEC&CON,76,4,2,1,2,0,34,0,0,0,0,0
EDUC ELEMENTARY,115,2,7,3,1,0,21,0,0,0,0,0
EDUC GEN,189,12,4,2,0,0,1,0,0,0,0,0
Early Childhood Education,50,2,1,4,0,0,0,0,0,0,0,0
Ed Organization and Leadership,77,1,2,0,0,0,5,0,0,0,0,0
Educ Voc Tech,50,2,2,0,0,0,9,0,0,0,0,0
Educational Psychology,77,2,5,4,1,0,50,0,0,0,0,0
Elementary Education,312,9,8,11,1,0,2,0,0,0,0,0
Special Education,55,2,0,0,0,0,9,0,0,0,0,0
TCH ENGL,37,0,0,1,0,0,0,0,0,0,0,0
TCH GEN SCIENCE,8,0,1,0,0,0,0,0,0,0,0,0
TCH LIFE SCI,13,0,0,0,0,0,0,0,0,0,0,0
TCH PHYS SCI,2,0,0,0,0,0,0,0,0,0,0,0
TCH SOC ST,49,1,1,0,0,0,0,0,0,0,0,0
TECH ED SP,32,1,1,0,0,0,0,0,0,0,0,0
UG NON-DEG,1,0,0,0,0,0,0,0,0,0,0,0
