Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Accountancy,819,76,85,42,1,0,55,0,0,0,0,0
Business Administration,744,57,66,43,0,0,140,0,0,0,0,0
COM TEACH,0,1,0,0,0,0,0,0,0,0,0,0
Computer Science,210,42,2,2,0,0,136,0,0,0,0,0
Economics,91,7,5,7,0,0,134,0,0,0,0,0
Finance,548,51,62,30,0,0,41,0,0,0,0,0
MANAGEMENT,13,0,1,0,0,0,0,0,0,0,0,0
MARKETING,128,10,21,5,0,0,0,0,0,0,0,0
Teaching of Spanish,28,0,0,2,0,0,0,0,0,0,0,0
Theatre,94,1,3,4,0,0,7,0,0,0,0,0
UNASSIGNED,471,49,29,20,1,0,50,0,0,0,0,0
