Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,202,28,8,14,0,0,24,0,0,0,0,0
Agricultural Engineering,91,5,3,9,0,0,22,0,0,0,0,0
CER ENGR,22,2,2,1,0,0,0,0,0,0,0,0
Civil Engineering,636,64,21,42,0,0,147,0,0,0,0,0
Computer Engineering,377,134,22,40,1,0,6,0,0,0,0,0
Computer Science,449,151,26,26,2,0,12,0,0,0,0,0
ENGR MECH,30,1,0,1,0,0,0,0,0,0,0,0
ENGR PHYS,56,3,0,3,0,0,2,0,0,0,0,0
ENV ENGR,48,6,0,1,0,0,15,0,0,0,0,0
ENV SCI,9,0,0,0,0,0,5,0,0,0,0,0
Electrical Engineering,756,323,43,48,4,0,226,0,0,0,0,0
GEN ENGR,337,61,17,20,2,0,7,0,0,0,0,0
Industrial Engineering,115,22,3,7,0,0,21,0,0,0,0,0
MATSCI&ENG,119,17,4,4,0,0,3,0,0,0,0,0
METAL ENGR,19,0,1,1,0,0,0,0,0,0,0,0
Materials Science & Engr,43,4,0,5,1,0,59,0,0,0,0,0
Mechanical Engineering,714,124,27,36,2,0,76,0,0,0,0,0
Nuclear Engineering,60,5,3,5,1,0,16,0,0,0,0,0
Theoretical & Applied Mechans,19,1,0,1,0,0,23,0,0,0,0,0
