Major Name,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian
Aero & Astro Engineering,499,48,18,20,0,0,24,0,0,0,0,0
Agricultural Engineering,53,3,0,1,0,0,21,0,0,0,0,0
CER ENGR,197,22,3,6,0,0,20,0,0,0,0,0
CERAMICS,0,0,0,0,0,0,1,0,0,0,0,0
Civil Engineering,503,29,11,10,0,0,82,0,0,0,0,0
Computer Engineering,263,61,21,11,0,0,10,0,0,0,0,0
Computer Science,342,54,18,11,0,0,11,0,0,0,0,0
ENGR MECH,53,3,0,2,0,0,0,0,0,0,0,0
ENGR PHYS,96,6,1,4,0,0,1,0,0,0,0,0
ENV ENGR,23,1,0,0,0,0,21,0,0,0,0,0
ENV SCI,9,1,0,1,0,0,4,0,0,0,0,0
Electrical Engineering,1241,385,68,52,3,0,114,0,0,0,0,0
GEN ENGR,500,40,12,15,2,0,13,0,0,0,0,0
Industrial Engineering,164,22,12,8,0,0,3,0,0,0,0,0
METAL ENGR,93,13,6,2,0,0,51,0,0,0,0,0
Mechanical Engineering,784,68,38,24,2,0,53,0,0,0,0,0
Nuclear Engineering,114,11,4,3,1,0,21,0,0,0,0,0
Theoretical & Applied Mechans,27,3,0,1,0,0,24,0,0,0,0,0
